é¸îgêî (Hz)	êUïù (mm)	à ëääp (ìx)	é¿ïî (mm)	ãïïî (mm)
400.	1.8991e-010	180.	-1.8991e-010	0.
404.	1.9001e-010	180.	-1.9001e-010	0.
408.	1.9012e-010	180.	-1.9012e-010	0.
412.	1.9022e-010	180.	-1.9022e-010	0.
416.	1.9033e-010	180.	-1.9033e-010	0.
420.	1.9044e-010	180.	-1.9044e-010	0.
424.	1.9055e-010	180.	-1.9055e-010	0.
428.	1.9066e-010	180.	-1.9066e-010	0.
432.	1.9077e-010	180.	-1.9077e-010	0.
436.	1.9088e-010	180.	-1.9088e-010	0.
440.	1.9099e-010	180.	-1.9099e-010	0.
444.	1.9111e-010	180.	-1.9111e-010	0.
448.	1.9123e-010	180.	-1.9123e-010	0.
452.	1.9134e-010	180.	-1.9134e-010	0.
456.	1.9146e-010	180.	-1.9146e-010	0.
460.	1.9158e-010	180.	-1.9158e-010	0.
464.	1.917e-010	180.	-1.917e-010	0.
468.	1.9183e-010	180.	-1.9183e-010	0.
472.	1.9195e-010	180.	-1.9195e-010	0.
476.	1.9207e-010	180.	-1.9207e-010	0.
480.	1.922e-010	180.	-1.922e-010	0.
484.	1.9233e-010	180.	-1.9233e-010	0.
488.	1.9246e-010	180.	-1.9246e-010	0.
492.	1.9259e-010	180.	-1.9259e-010	0.
496.	1.9272e-010	180.	-1.9272e-010	0.
500.	1.9285e-010	180.	-1.9285e-010	0.
504.	1.9298e-010	180.	-1.9298e-010	0.
508.	1.9312e-010	180.	-1.9312e-010	0.
512.	1.9326e-010	180.	-1.9326e-010	0.
516.	1.9339e-010	180.	-1.9339e-010	0.
520.	1.9353e-010	180.	-1.9353e-010	0.
524.	1.9367e-010	180.	-1.9367e-010	0.
528.	1.9381e-010	180.	-1.9381e-010	0.
532.	1.9396e-010	180.	-1.9396e-010	0.
536.	1.941e-010	180.	-1.941e-010	0.
540.	1.9425e-010	180.	-1.9425e-010	0.
544.	1.9439e-010	180.	-1.9439e-010	0.
548.	1.9454e-010	180.	-1.9454e-010	0.
552.	1.9469e-010	180.	-1.9469e-010	0.
556.	1.9484e-010	180.	-1.9484e-010	0.
560.	1.9499e-010	180.	-1.9499e-010	0.
564.	1.9515e-010	180.	-1.9515e-010	0.
568.	1.953e-010	180.	-1.953e-010	0.
572.	1.9546e-010	180.	-1.9546e-010	0.
576.	1.9561e-010	180.	-1.9561e-010	0.
580.	1.9577e-010	180.	-1.9577e-010	0.
584.	1.9593e-010	180.	-1.9593e-010	0.
588.	1.961e-010	180.	-1.961e-010	0.
592.	1.9626e-010	180.	-1.9626e-010	0.
596.	1.9642e-010	180.	-1.9642e-010	0.
600.	1.9659e-010	180.	-1.9659e-010	0.
604.	1.9676e-010	180.	-1.9676e-010	0.
608.	1.9692e-010	180.	-1.9692e-010	0.
612.	1.971e-010	180.	-1.971e-010	0.
616.	1.9727e-010	180.	-1.9727e-010	0.
620.	1.9744e-010	180.	-1.9744e-010	0.
624.	1.9761e-010	180.	-1.9761e-010	0.
628.	1.9779e-010	180.	-1.9779e-010	0.
632.	1.9797e-010	180.	-1.9797e-010	0.
636.	1.9815e-010	180.	-1.9815e-010	0.
640.	1.9833e-010	180.	-1.9833e-010	0.
644.	1.9851e-010	180.	-1.9851e-010	0.
648.	1.9869e-010	180.	-1.9869e-010	0.
652.	1.9888e-010	180.	-1.9888e-010	0.
656.	1.9907e-010	180.	-1.9907e-010	0.
660.	1.9925e-010	180.	-1.9925e-010	0.
664.	1.9944e-010	180.	-1.9944e-010	0.
668.	1.9964e-010	180.	-1.9964e-010	0.
672.	1.9983e-010	180.	-1.9983e-010	0.
676.	2.0002e-010	180.	-2.0002e-010	0.
680.	2.0022e-010	180.	-2.0022e-010	0.
684.	2.0042e-010	180.	-2.0042e-010	0.
688.	2.0062e-010	180.	-2.0062e-010	0.
692.	2.0082e-010	180.	-2.0082e-010	0.
696.	2.0102e-010	180.	-2.0102e-010	0.
700.	2.0122e-010	180.	-2.0122e-010	0.
704.	2.0143e-010	180.	-2.0143e-010	0.
708.	2.0164e-010	180.	-2.0164e-010	0.
712.	2.0185e-010	180.	-2.0185e-010	0.
716.	2.0206e-010	180.	-2.0206e-010	0.
720.	2.0227e-010	180.	-2.0227e-010	0.
724.	2.0248e-010	180.	-2.0248e-010	0.
728.	2.027e-010	180.	-2.027e-010	0.
732.	2.0292e-010	180.	-2.0292e-010	0.
736.	2.0314e-010	180.	-2.0314e-010	0.
740.	2.0336e-010	180.	-2.0336e-010	0.
744.	2.0358e-010	180.	-2.0358e-010	0.
748.	2.038e-010	180.	-2.038e-010	0.
752.	2.0403e-010	180.	-2.0403e-010	0.
756.	2.0426e-010	180.	-2.0426e-010	0.
760.	2.0449e-010	180.	-2.0449e-010	0.
764.	2.0472e-010	180.	-2.0472e-010	0.
768.	2.0495e-010	180.	-2.0495e-010	0.
772.	2.0519e-010	180.	-2.0519e-010	0.
776.	2.0542e-010	180.	-2.0542e-010	0.
780.	2.0566e-010	180.	-2.0566e-010	0.
784.	2.059e-010	180.	-2.059e-010	0.
788.	2.0615e-010	180.	-2.0615e-010	0.
792.	2.0639e-010	180.	-2.0639e-010	0.
796.	2.0664e-010	180.	-2.0664e-010	0.
800.	2.0689e-010	180.	-2.0689e-010	0.
804.	2.0714e-010	180.	-2.0714e-010	0.
808.	2.0739e-010	180.	-2.0739e-010	0.
812.	2.0764e-010	180.	-2.0764e-010	0.
816.	2.079e-010	180.	-2.079e-010	0.
820.	2.0816e-010	180.	-2.0816e-010	0.
824.	2.0842e-010	180.	-2.0842e-010	0.
828.	2.0868e-010	180.	-2.0868e-010	0.
832.	2.0894e-010	180.	-2.0894e-010	0.
836.	2.0921e-010	180.	-2.0921e-010	0.
840.	2.0948e-010	180.	-2.0948e-010	0.
844.	2.0975e-010	180.	-2.0975e-010	0.
848.	2.1002e-010	180.	-2.1002e-010	0.
852.	2.1029e-010	180.	-2.1029e-010	0.
856.	2.1057e-010	180.	-2.1057e-010	0.
860.	2.1085e-010	180.	-2.1085e-010	0.
864.	2.1113e-010	180.	-2.1113e-010	0.
868.	2.1141e-010	180.	-2.1141e-010	0.
872.	2.117e-010	180.	-2.117e-010	0.
876.	2.1199e-010	180.	-2.1199e-010	0.
880.	2.1228e-010	180.	-2.1228e-010	0.
884.	2.1257e-010	180.	-2.1257e-010	0.
888.	2.1286e-010	180.	-2.1286e-010	0.
892.	2.1316e-010	180.	-2.1316e-010	0.
896.	2.1346e-010	180.	-2.1346e-010	0.
900.	2.1376e-010	180.	-2.1376e-010	0.
904.	2.1406e-010	180.	-2.1406e-010	0.
908.	2.1436e-010	180.	-2.1436e-010	0.
912.	2.1467e-010	180.	-2.1467e-010	0.
916.	2.1498e-010	180.	-2.1498e-010	0.
920.	2.1529e-010	180.	-2.1529e-010	0.
924.	2.1561e-010	180.	-2.1561e-010	0.
928.	2.1593e-010	180.	-2.1593e-010	0.
932.	2.1625e-010	180.	-2.1625e-010	0.
936.	2.1657e-010	180.	-2.1657e-010	0.
940.	2.1689e-010	180.	-2.1689e-010	0.
944.	2.1722e-010	180.	-2.1722e-010	0.
948.	2.1755e-010	180.	-2.1755e-010	0.
952.	2.1788e-010	180.	-2.1788e-010	0.
956.	2.1821e-010	180.	-2.1821e-010	0.
960.	2.1855e-010	180.	-2.1855e-010	0.
964.	2.1889e-010	180.	-2.1889e-010	0.
968.	2.1923e-010	180.	-2.1923e-010	0.
972.	2.1958e-010	180.	-2.1958e-010	0.
976.	2.1993e-010	180.	-2.1993e-010	0.
980.	2.2028e-010	180.	-2.2028e-010	0.
984.	2.2063e-010	180.	-2.2063e-010	0.
988.	2.2098e-010	180.	-2.2098e-010	0.
992.	2.2134e-010	180.	-2.2134e-010	0.
996.	2.217e-010	180.	-2.217e-010	0.
1000.	2.2207e-010	180.	-2.2207e-010	0.
1004.	2.2243e-010	180.	-2.2243e-010	0.
1008.	2.228e-010	180.	-2.228e-010	0.
1012.	2.2318e-010	180.	-2.2318e-010	0.
1016.	2.2355e-010	180.	-2.2355e-010	0.
1020.	2.2393e-010	180.	-2.2393e-010	0.
1024.	2.2431e-010	180.	-2.2431e-010	0.
1028.	2.2469e-010	180.	-2.2469e-010	0.
1032.	2.2508e-010	180.	-2.2508e-010	0.
1036.	2.2547e-010	180.	-2.2547e-010	0.
1040.	2.2586e-010	180.	-2.2586e-010	0.
1044.	2.2626e-010	180.	-2.2626e-010	0.
1048.	2.2666e-010	180.	-2.2666e-010	0.
1052.	2.2706e-010	180.	-2.2706e-010	0.
1056.	2.2747e-010	180.	-2.2747e-010	0.
1060.	2.2788e-010	180.	-2.2788e-010	0.
1064.	2.2829e-010	180.	-2.2829e-010	0.
1068.	2.287e-010	180.	-2.287e-010	0.
1072.	2.2912e-010	180.	-2.2912e-010	0.
1076.	2.2954e-010	180.	-2.2954e-010	0.
1080.	2.2997e-010	180.	-2.2997e-010	0.
1084.	2.3039e-010	180.	-2.3039e-010	0.
1088.	2.3083e-010	180.	-2.3083e-010	0.
1092.	2.3126e-010	180.	-2.3126e-010	0.
1096.	2.317e-010	180.	-2.317e-010	0.
1100.	2.3214e-010	180.	-2.3214e-010	0.
1104.	2.3258e-010	180.	-2.3258e-010	0.
1108.	2.3303e-010	180.	-2.3303e-010	0.
1112.	2.3349e-010	180.	-2.3349e-010	0.
1116.	2.3394e-010	180.	-2.3394e-010	0.
1120.	2.344e-010	180.	-2.344e-010	0.
1124.	2.3486e-010	180.	-2.3486e-010	0.
1128.	2.3533e-010	180.	-2.3533e-010	0.
1132.	2.358e-010	180.	-2.358e-010	0.
1136.	2.3628e-010	180.	-2.3628e-010	0.
1140.	2.3675e-010	180.	-2.3675e-010	0.
1144.	2.3724e-010	180.	-2.3724e-010	0.
1148.	2.3772e-010	180.	-2.3772e-010	0.
1152.	2.3821e-010	180.	-2.3821e-010	0.
1156.	2.387e-010	180.	-2.387e-010	0.
1160.	2.392e-010	180.	-2.392e-010	0.
1164.	2.397e-010	180.	-2.397e-010	0.
1168.	2.4021e-010	180.	-2.4021e-010	0.
1172.	2.4072e-010	180.	-2.4072e-010	0.
1176.	2.4123e-010	180.	-2.4123e-010	0.
1180.	2.4175e-010	180.	-2.4175e-010	0.
1184.	2.4227e-010	180.	-2.4227e-010	0.
1188.	2.428e-010	180.	-2.428e-010	0.
1192.	2.4333e-010	180.	-2.4333e-010	0.
1196.	2.4386e-010	180.	-2.4386e-010	0.
1200.	2.444e-010	180.	-2.444e-010	0.
1204.	2.4495e-010	180.	-2.4495e-010	0.
1208.	2.4549e-010	180.	-2.4549e-010	0.
1212.	2.4605e-010	180.	-2.4605e-010	0.
1216.	2.466e-010	180.	-2.466e-010	0.
1220.	2.4717e-010	180.	-2.4717e-010	0.
1224.	2.4773e-010	180.	-2.4773e-010	0.
1228.	2.483e-010	180.	-2.483e-010	0.
1232.	2.4888e-010	180.	-2.4888e-010	0.
1236.	2.4946e-010	180.	-2.4946e-010	0.
1240.	2.5005e-010	180.	-2.5005e-010	0.
1244.	2.5064e-010	180.	-2.5064e-010	0.
1248.	2.5123e-010	180.	-2.5123e-010	0.
1252.	2.5183e-010	180.	-2.5183e-010	0.
1256.	2.5244e-010	180.	-2.5244e-010	0.
1260.	2.5305e-010	180.	-2.5305e-010	0.
1264.	2.5366e-010	180.	-2.5366e-010	0.
1268.	2.5428e-010	180.	-2.5428e-010	0.
1272.	2.5491e-010	180.	-2.5491e-010	0.
1276.	2.5554e-010	180.	-2.5554e-010	0.
1280.	2.5618e-010	180.	-2.5618e-010	0.
1284.	2.5682e-010	180.	-2.5682e-010	0.
1288.	2.5746e-010	180.	-2.5746e-010	0.
1292.	2.5812e-010	180.	-2.5812e-010	0.
1296.	2.5878e-010	180.	-2.5878e-010	0.
1300.	2.5944e-010	180.	-2.5944e-010	0.
1304.	2.6011e-010	180.	-2.6011e-010	0.
1308.	2.6078e-010	180.	-2.6078e-010	0.
1312.	2.6146e-010	180.	-2.6146e-010	0.
1316.	2.6215e-010	180.	-2.6215e-010	0.
1320.	2.6284e-010	180.	-2.6284e-010	0.
1324.	2.6354e-010	180.	-2.6354e-010	0.
1328.	2.6425e-010	180.	-2.6425e-010	0.
1332.	2.6496e-010	180.	-2.6496e-010	0.
1336.	2.6567e-010	180.	-2.6567e-010	0.
1340.	2.664e-010	180.	-2.664e-010	0.
1344.	2.6712e-010	180.	-2.6712e-010	0.
1348.	2.6786e-010	180.	-2.6786e-010	0.
1352.	2.686e-010	180.	-2.686e-010	0.
1356.	2.6935e-010	180.	-2.6935e-010	0.
1360.	2.701e-010	180.	-2.701e-010	0.
1364.	2.7086e-010	180.	-2.7086e-010	0.
1368.	2.7163e-010	180.	-2.7163e-010	0.
1372.	2.724e-010	180.	-2.724e-010	0.
1376.	2.7318e-010	180.	-2.7318e-010	0.
1380.	2.7397e-010	180.	-2.7397e-010	0.
1384.	2.7477e-010	180.	-2.7477e-010	0.
1388.	2.7557e-010	180.	-2.7557e-010	0.
1392.	2.7637e-010	180.	-2.7637e-010	0.
1396.	2.7719e-010	180.	-2.7719e-010	0.
1400.	2.7801e-010	180.	-2.7801e-010	0.
1404.	2.7884e-010	180.	-2.7884e-010	0.
1408.	2.7967e-010	180.	-2.7967e-010	0.
1412.	2.8052e-010	180.	-2.8052e-010	0.
1416.	2.8137e-010	180.	-2.8137e-010	0.
1420.	2.8222e-010	180.	-2.8222e-010	0.
1424.	2.8309e-010	180.	-2.8309e-010	0.
1428.	2.8396e-010	180.	-2.8396e-010	0.
1432.	2.8484e-010	180.	-2.8484e-010	0.
1436.	2.8573e-010	180.	-2.8573e-010	0.
1440.	2.8662e-010	180.	-2.8662e-010	0.
1444.	2.8752e-010	180.	-2.8752e-010	0.
1448.	2.8843e-010	180.	-2.8843e-010	0.
1452.	2.8935e-010	180.	-2.8935e-010	0.
1456.	2.9027e-010	180.	-2.9027e-010	0.
1460.	2.9121e-010	180.	-2.9121e-010	0.
1464.	2.9215e-010	180.	-2.9215e-010	0.
1468.	2.9309e-010	180.	-2.9309e-010	0.
1472.	2.9405e-010	180.	-2.9405e-010	0.
1476.	2.9501e-010	180.	-2.9501e-010	0.
1480.	2.9598e-010	180.	-2.9598e-010	0.
1484.	2.9696e-010	180.	-2.9696e-010	0.
1488.	2.9795e-010	180.	-2.9795e-010	0.
1492.	2.9894e-010	180.	-2.9894e-010	0.
1496.	2.9994e-010	180.	-2.9994e-010	0.
1500.	3.0095e-010	180.	-3.0095e-010	0.
1504.	3.0197e-010	180.	-3.0197e-010	0.
1508.	3.0299e-010	180.	-3.0299e-010	0.
1512.	3.0402e-010	180.	-3.0402e-010	0.
1516.	3.0506e-010	180.	-3.0506e-010	0.
1520.	3.061e-010	180.	-3.061e-010	0.
1524.	3.0716e-010	180.	-3.0716e-010	0.
1528.	3.0822e-010	180.	-3.0822e-010	0.
1532.	3.0928e-010	180.	-3.0928e-010	0.
1536.	3.1035e-010	180.	-3.1035e-010	0.
1540.	3.1143e-010	180.	-3.1143e-010	0.
1544.	3.1252e-010	180.	-3.1252e-010	0.
1548.	3.1361e-010	180.	-3.1361e-010	0.
1552.	3.1471e-010	180.	-3.1471e-010	0.
1556.	3.1581e-010	180.	-3.1581e-010	0.
1560.	3.1692e-010	180.	-3.1692e-010	0.
1564.	3.1804e-010	180.	-3.1804e-010	0.
1568.	3.1915e-010	180.	-3.1915e-010	0.
1572.	3.2028e-010	180.	-3.2028e-010	0.
1576.	3.214e-010	180.	-3.214e-010	0.
1580.	3.2253e-010	180.	-3.2253e-010	0.
1584.	3.2366e-010	180.	-3.2366e-010	0.
1588.	3.248e-010	180.	-3.248e-010	0.
1592.	3.2593e-010	180.	-3.2593e-010	0.
1596.	3.2707e-010	180.	-3.2707e-010	0.
1600.	3.2821e-010	180.	-3.2821e-010	0.
1604.	3.2934e-010	180.	-3.2934e-010	0.
1608.	3.3047e-010	180.	-3.3047e-010	0.
1612.	3.316e-010	180.	-3.316e-010	0.
1616.	3.3273e-010	180.	-3.3273e-010	0.
1620.	3.3385e-010	180.	-3.3385e-010	0.
1624.	3.3496e-010	180.	-3.3496e-010	0.
1628.	3.3607e-010	180.	-3.3607e-010	0.
1632.	3.3716e-010	180.	-3.3716e-010	0.
1636.	3.3824e-010	180.	-3.3824e-010	0.
1640.	3.3931e-010	180.	-3.3931e-010	0.
1644.	3.4036e-010	180.	-3.4036e-010	0.
1648.	3.414e-010	180.	-3.414e-010	0.
1652.	3.4241e-010	180.	-3.4241e-010	0.
1656.	3.434e-010	180.	-3.434e-010	0.
1660.	3.4436e-010	180.	-3.4436e-010	0.
1664.	3.4528e-010	180.	-3.4528e-010	0.
1668.	3.4618e-010	180.	-3.4618e-010	0.
1672.	3.4703e-010	180.	-3.4703e-010	0.
1676.	3.4784e-010	180.	-3.4784e-010	0.
1680.	3.4859e-010	180.	-3.4859e-010	0.
1684.	3.493e-010	180.	-3.493e-010	0.
1688.	3.4993e-010	180.	-3.4993e-010	0.
1692.	3.505e-010	180.	-3.505e-010	0.
1696.	3.5099e-010	180.	-3.5099e-010	0.
1700.	3.5139e-010	180.	-3.5139e-010	0.
1704.	3.5168e-010	180.	-3.5168e-010	0.
1708.	3.5187e-010	180.	-3.5187e-010	0.
1712.	3.5193e-010	180.	-3.5193e-010	0.
1716.	3.5186e-010	180.	-3.5186e-010	0.
1720.	3.5162e-010	180.	-3.5162e-010	0.
1724.	3.5121e-010	180.	-3.5121e-010	0.
1728.	3.506e-010	180.	-3.506e-010	0.
1732.	3.4976e-010	180.	-3.4976e-010	0.
1736.	3.4868e-010	180.	-3.4868e-010	0.
1740.	3.473e-010	180.	-3.473e-010	0.
1744.	3.456e-010	180.	-3.456e-010	0.
1748.	3.4353e-010	180.	-3.4353e-010	0.
1752.	3.4104e-010	180.	-3.4104e-010	0.
1756.	3.3806e-010	180.	-3.3806e-010	0.
1760.	3.3454e-010	180.	-3.3454e-010	0.
1764.	3.3037e-010	180.	-3.3037e-010	0.
1768.	3.2546e-010	180.	-3.2546e-010	0.
1772.	3.1969e-010	180.	-3.1969e-010	0.
1776.	3.1291e-010	180.	-3.1291e-010	0.
1780.	3.0495e-010	180.	-3.0495e-010	0.
1784.	2.9558e-010	180.	-2.9558e-010	0.
1788.	2.8452e-010	180.	-2.8452e-010	0.
1792.	2.7144e-010	180.	-2.7144e-010	0.
1796.	2.559e-010	180.	-2.559e-010	0.
1800.	2.3731e-010	180.	-2.3731e-010	0.
1804.	2.1493e-010	180.	-2.1493e-010	0.
1808.	1.8774e-010	180.	-1.8774e-010	0.
1812.	1.5434e-010	180.	-1.5434e-010	0.
1816.	1.1277e-010	180.	-1.1277e-010	0.
1820.	6.0125e-011	180.	-6.0125e-011	0.
1824.	7.9961e-012	0.	7.9961e-012	0.
1828.	9.8638e-011	0.	9.8638e-011	0.
1832.	2.2382e-010	0.	2.2382e-010	0.
1836.	4.0583e-010	0.	4.0583e-010	0.
1840.	6.9126e-010	0.	6.9126e-010	0.
1844.	1.1963e-009	0.	1.1963e-009	0.
1848.	2.3142e-009	0.	2.3142e-009	0.
1852.	6.7611e-009	0.	6.7611e-009	0.
1856.	1.6401e-008	180.	-1.6401e-008	0.
1860.	4.5612e-009	180.	-4.5612e-009	0.
1864.	2.9247e-009	180.	-2.9247e-009	0.
1868.	2.2801e-009	180.	-2.2801e-009	0.
1872.	1.9394e-009	180.	-1.9394e-009	0.
1876.	1.7315e-009	180.	-1.7315e-009	0.
1880.	1.5937e-009	180.	-1.5937e-009	0.
1884.	1.4975e-009	180.	-1.4975e-009	0.
1888.	1.4281e-009	180.	-1.4281e-009	0.
1892.	1.377e-009	180.	-1.377e-009	0.
1896.	1.3392e-009	180.	-1.3392e-009	0.
1900.	1.3113e-009	180.	-1.3113e-009	0.
1904.	1.2911e-009	180.	-1.2911e-009	0.
1908.	1.2771e-009	180.	-1.2771e-009	0.
1912.	1.2681e-009	180.	-1.2681e-009	0.
1916.	1.2634e-009	180.	-1.2634e-009	0.
1920.	1.2625e-009	180.	-1.2625e-009	0.
1924.	1.2648e-009	180.	-1.2648e-009	0.
1928.	1.2701e-009	180.	-1.2701e-009	0.
1932.	1.2781e-009	180.	-1.2781e-009	0.
1936.	1.2888e-009	180.	-1.2888e-009	0.
1940.	1.3019e-009	180.	-1.3019e-009	0.
1944.	1.3175e-009	180.	-1.3175e-009	0.
1948.	1.3355e-009	180.	-1.3355e-009	0.
1952.	1.356e-009	180.	-1.356e-009	0.
1956.	1.379e-009	180.	-1.379e-009	0.
1960.	1.4046e-009	180.	-1.4046e-009	0.
1964.	1.4329e-009	180.	-1.4329e-009	0.
1968.	1.4641e-009	180.	-1.4641e-009	0.
1972.	1.4985e-009	180.	-1.4985e-009	0.
1976.	1.5361e-009	180.	-1.5361e-009	0.
1980.	1.5775e-009	180.	-1.5775e-009	0.
1984.	1.6228e-009	180.	-1.6228e-009	0.
1988.	1.6726e-009	180.	-1.6726e-009	0.
1992.	1.7274e-009	180.	-1.7274e-009	0.
1996.	1.7876e-009	180.	-1.7876e-009	0.
2000.	1.8542e-009	180.	-1.8542e-009	0.
2004.	1.9279e-009	180.	-1.9279e-009	0.
2008.	2.0098e-009	180.	-2.0098e-009	0.
2012.	2.1013e-009	180.	-2.1013e-009	0.
2016.	2.2038e-009	180.	-2.2038e-009	0.
2020.	2.3195e-009	180.	-2.3195e-009	0.
2024.	2.451e-009	180.	-2.451e-009	0.
2028.	2.6013e-009	180.	-2.6013e-009	0.
2032.	2.7749e-009	180.	-2.7749e-009	0.
2036.	2.9773e-009	180.	-2.9773e-009	0.
2040.	3.2162e-009	180.	-3.2162e-009	0.
2044.	3.5023e-009	180.	-3.5023e-009	0.
2048.	3.8508e-009	180.	-3.8508e-009	0.
2052.	4.2844e-009	180.	-4.2844e-009	0.
2056.	4.8382e-009	180.	-4.8382e-009	0.
2060.	5.57e-009	180.	-5.57e-009	0.
2064.	6.5816e-009	180.	-6.5816e-009	0.
2068.	8.0704e-009	180.	-8.0704e-009	0.
2072.	1.0478e-008	180.	-1.0478e-008	0.
2076.	1.5031e-008	180.	-1.5031e-008	0.
2080.	2.6903e-008	180.	-2.6903e-008	0.
2084.	1.3852e-007	180.	-1.3852e-007	0.
2088.	4.3959e-008	0.	4.3959e-008	0.
2092.	1.8705e-008	0.	1.8705e-008	0.
2096.	1.182e-008	0.	1.182e-008	0.
2100.	8.6059e-009	0.	8.6059e-009	0.
2104.	6.7452e-009	0.	6.7452e-009	0.
2108.	5.5318e-009	0.	5.5318e-009	0.
2112.	4.6781e-009	0.	4.6781e-009	0.
