節点番号	X 座標 (mm)	Y 座標 (mm)	Z 座標 (mm)	
253	33.75	43.935	49.92	
254	33.75	48.01	46.014	
255	33.75	51.739	41.777	
256	33.75	55.096	37.238	
257	33.75	58.055	32.432	
258	33.75	60.597	27.391	
259	33.75	62.701	22.154	
260	33.75	64.354	16.757	
261	33.75	65.543	11.239	
262	33.75	66.26	5.6396	
263	33.75	66.5	-1.9429e-013	
264	33.75	66.26	-5.6396	
265	33.75	65.543	-11.239	
266	33.75	64.354	-16.757	
267	33.75	62.701	-22.154	
268	33.75	60.597	-27.391	
269	33.75	58.055	-32.432	
270	33.75	55.096	-37.238	
271	33.75	51.739	-41.777	
272	33.75	48.01	-46.014	
273	33.75	43.935	-49.92	
274	33.75	39.543	-53.466	
275	33.75	34.866	-56.627	
276	33.75	29.939	-59.38	
277	33.75	24.795	-61.705	
278	33.75	19.473	-63.585	
279	33.75	14.01	-65.007	
280	33.75	8.4467	-65.961	
281	33.75	2.8223	-66.44	
282	33.75	-2.8223	-66.44	
283	33.75	-8.4467	-65.961	
284	33.75	-14.01	-65.007	
285	33.75	-19.473	-63.585	
286	33.75	-24.795	-61.705	
287	33.75	-29.939	-59.38	
288	33.75	-34.866	-56.627	
289	33.75	-39.543	-53.466	
290	33.75	-43.935	-49.92	
291	33.75	-48.01	-46.014	
292	33.75	-51.739	-41.777	
293	33.75	-55.096	-37.238	
294	33.75	-58.055	-32.432	
295	33.75	-60.597	-27.391	
296	33.75	-62.701	-22.154	
297	33.75	-64.354	-16.757	
298	33.75	-65.543	-11.239	
299	33.75	-66.26	-5.6396	
300	50.625	-66.26	5.6396	
301	50.625	-65.543	11.239	
302	50.625	-64.354	16.757	
303	50.625	-62.701	22.154	
304	50.625	-60.597	27.391	
305	50.625	-58.055	32.432	
306	50.625	-55.096	37.238	
307	50.625	-51.739	41.777	
308	50.625	-48.01	46.014	
309	50.625	-43.935	49.92	
310	50.625	-39.543	53.466	
311	50.625	-34.866	56.627	
312	50.625	-29.939	59.38	
313	50.625	-24.795	61.705	
314	50.625	-19.473	63.585	
315	50.625	-14.01	65.007	
316	50.625	-8.4467	65.961	
317	50.625	-2.8223	66.44	
318	50.625	2.8223	66.44	
319	50.625	8.4467	65.961	
320	50.625	14.01	65.007	
321	50.625	19.473	63.585	
322	50.625	24.795	61.705	
323	50.625	29.939	59.38	
324	50.625	34.866	56.627	
325	50.625	39.543	53.466	
326	50.625	43.935	49.92	
327	50.625	48.01	46.014	
328	50.625	51.739	41.777	
329	50.625	55.096	37.238	
330	50.625	58.055	32.432	
331	50.625	60.597	27.391	
332	50.625	62.701	22.154	
333	50.625	64.354	16.757	
334	50.625	65.543	11.239	
335	50.625	66.26	5.6396	
336	50.625	66.5	-1.9429e-013	
337	50.625	66.26	-5.6396	
338	50.625	65.543	-11.239	
339	50.625	64.354	-16.757	
340	50.625	62.701	-22.154	
341	50.625	60.597	-27.391	
342	50.625	58.055	-32.432	
343	50.625	55.096	-37.238	
344	50.625	51.739	-41.777	
345	50.625	48.01	-46.014	
346	50.625	43.935	-49.92	
347	50.625	39.543	-53.466	
348	50.625	34.866	-56.627	
349	50.625	29.939	-59.38	
350	50.625	24.795	-61.705	
351	50.625	19.473	-63.585	
352	50.625	14.01	-65.007	
353	50.625	8.4467	-65.961	
354	50.625	2.8223	-66.44	
355	50.625	-2.8223	-66.44	
356	50.625	-8.4467	-65.961	
357	50.625	-14.01	-65.007	
358	50.625	-19.473	-63.585	
359	50.625	-24.795	-61.705	
360	50.625	-29.939	-59.38	
361	50.625	-34.866	-56.627	
362	50.625	-39.543	-53.466	
363	50.625	-43.935	-49.92	
364	50.625	-48.01	-46.014	
365	50.625	-51.739	-41.777	
366	50.625	-55.096	-37.238	
367	50.625	-58.055	-32.432	
368	50.625	-60.597	-27.391	
369	50.625	-62.701	-22.154	
370	50.625	-64.354	-16.757	
371	50.625	-65.543	-11.239	
372	50.625	-66.26	-5.6396	
373	67.5	-66.26	5.6396	
374	67.5	-65.543	11.239	
375	67.5	-64.354	16.757	
376	67.5	-62.701	22.154	
377	67.5	-60.597	27.391	
378	67.5	-58.055	32.432	
379	67.5	-55.096	37.238	
380	67.5	-51.739	41.777	
381	67.5	-48.01	46.014	
382	67.5	-43.935	49.92	
383	67.5	-39.543	53.466	
384	67.5	-34.866	56.627	
385	67.5	-29.939	59.38	
386	67.5	-24.795	61.705	
387	67.5	-19.473	63.585	
388	67.5	-14.01	65.007	
389	67.5	-8.4467	65.961	
390	67.5	-2.8223	66.44	
391	67.5	2.8223	66.44	
392	67.5	8.4467	65.961	
393	67.5	14.01	65.007	
394	67.5	19.473	63.585	
395	67.5	24.795	61.705	
396	67.5	29.939	59.38	
397	67.5	34.866	56.627	
398	67.5	39.543	53.466	
399	67.5	43.935	49.92	
400	67.5	48.01	46.014	
401	67.5	51.739	41.777	
402	67.5	55.096	37.238	
403	67.5	58.055	32.432	
404	67.5	60.597	27.391	
405	67.5	62.701	22.154	
406	67.5	64.354	16.757	
407	67.5	65.543	11.239	
408	67.5	66.26	5.6396	
409	67.5	66.5	-1.9429e-013	
410	67.5	66.26	-5.6396	
411	67.5	65.543	-11.239	
412	67.5	64.354	-16.757	
413	67.5	62.701	-22.154	
414	67.5	60.597	-27.391	
415	67.5	58.055	-32.432	
416	67.5	55.096	-37.238	
417	67.5	51.739	-41.777	
418	67.5	48.01	-46.014	
419	67.5	43.935	-49.92	
420	67.5	39.543	-53.466	
421	67.5	34.866	-56.627	
422	67.5	29.939	-59.38	
423	67.5	24.795	-61.705	
424	67.5	19.473	-63.585	
425	67.5	14.01	-65.007	
426	67.5	8.4467	-65.961	
427	67.5	2.8223	-66.44	
428	67.5	-2.8223	-66.44	
429	67.5	-8.4467	-65.961	
430	67.5	-14.01	-65.007	
431	67.5	-19.473	-63.585	
432	67.5	-24.795	-61.705	
433	67.5	-29.939	-59.38	
434	67.5	-34.866	-56.627	
435	67.5	-39.543	-53.466	
436	67.5	-43.935	-49.92	
437	67.5	-48.01	-46.014	
438	67.5	-51.739	-41.777	
439	67.5	-55.096	-37.238	
440	67.5	-58.055	-32.432	
441	67.5	-60.597	-27.391	
442	67.5	-62.701	-22.154	
443	67.5	-64.354	-16.757	
444	67.5	-65.543	-11.239	
445	67.5	-66.26	-5.6396	
446	84.375	-66.26	5.6396	
447	84.375	-65.543	11.239	
448	84.375	-64.354	16.757	
449	84.375	-62.701	22.154	
450	84.375	-60.597	27.391	
451	84.375	-58.055	32.432	
452	84.375	-55.096	37.238	
453	84.375	-51.739	41.777	
454	84.375	-48.01	46.014	
455	84.375	-43.935	49.92	
456	84.375	-39.543	53.466	
457	84.375	-34.866	56.627	
458	84.375	-29.939	59.38	
459	84.375	-24.795	61.705	
460	84.375	-19.473	63.585	
461	84.375	-14.01	65.007	
462	84.375	-8.4467	65.961	
463	84.375	-2.8223	66.44	
464	84.375	2.8223	66.44	
465	84.375	8.4467	65.961	
466	84.375	14.01	65.007	
467	84.375	19.473	63.585	
468	84.375	24.795	61.705	
469	84.375	29.939	59.38	
470	84.375	34.866	56.627	
471	84.375	39.543	53.466	
472	84.375	43.935	49.92	
473	84.375	48.01	46.014	
474	84.375	51.739	41.777	
475	84.375	55.096	37.238	
476	84.375	58.055	32.432	
477	84.375	60.597	27.391	
478	84.375	62.701	22.154	
479	84.375	64.354	16.757	
480	84.375	65.543	11.239	
481	84.375	66.26	5.6396	
482	84.375	66.5	-1.9429e-013	
483	84.375	66.26	-5.6396	
484	84.375	65.543	-11.239	
485	84.375	64.354	-16.757	
486	84.375	62.701	-22.154	
487	84.375	60.597	-27.391	
488	84.375	58.055	-32.432	
489	84.375	55.096	-37.238	
490	84.375	51.739	-41.777	
491	84.375	48.01	-46.014	
492	84.375	43.935	-49.92	
493	84.375	39.543	-53.466	
494	84.375	34.866	-56.627	
495	84.375	29.939	-59.38	
496	84.375	24.795	-61.705	
497	84.375	19.473	-63.585	
498	84.375	14.01	-65.007	
499	84.375	8.4467	-65.961	
500	84.375	2.8223	-66.44	
501	84.375	-2.8223	-66.44	
502	84.375	-8.4467	-65.961	
503	84.375	-14.01	-65.007	
504	84.375	-19.473	-63.585	
505	84.375	-24.795	-61.705	
506	84.375	-29.939	-59.38	
507	84.375	-34.866	-56.627	
508	84.375	-39.543	-53.466	
509	84.375	-43.935	-49.92	
510	84.375	-48.01	-46.014	
511	84.375	-51.739	-41.777	
512	84.375	-55.096	-37.238	
513	84.375	-58.055	-32.432	
514	84.375	-60.597	-27.391	
515	84.375	-62.701	-22.154	
516	84.375	-64.354	-16.757	
517	84.375	-65.543	-11.239	
518	84.375	-66.26	-5.6396	
519	101.25	-66.26	5.6396	
520	101.25	-65.543	11.239	
521	101.25	-64.354	16.757	
522	101.25	-62.701	22.154	
523	101.25	-60.597	27.391	
524	101.25	-58.055	32.432	
525	101.25	-55.096	37.238	
526	101.25	-51.739	41.777	
527	101.25	-48.01	46.014	
528	101.25	-43.935	49.92	
529	101.25	-39.543	53.466	
530	101.25	-34.866	56.627	
531	101.25	-29.939	59.38	
532	101.25	-24.795	61.705	
533	101.25	-19.473	63.585	
534	101.25	-14.01	65.007	
535	101.25	-8.4467	65.961	
536	101.25	-2.8223	66.44	
537	101.25	2.8223	66.44	
538	101.25	8.4467	65.961	
539	101.25	14.01	65.007	
540	101.25	19.473	63.585	
541	101.25	24.795	61.705	
542	101.25	29.939	59.38	
543	101.25	34.866	56.627	
544	101.25	39.543	53.466	
545	101.25	43.935	49.92	
546	101.25	48.01	46.014	
547	101.25	51.739	41.777	
548	101.25	55.096	37.238	
549	101.25	58.055	32.432	
550	101.25	60.597	27.391	
551	101.25	62.701	22.154	
552	101.25	64.354	16.757	
553	101.25	65.543	11.239	
554	101.25	66.26	5.6396	
555	101.25	66.5	-1.9429e-013	
556	101.25	66.26	-5.6396	
557	101.25	65.543	-11.239	
558	101.25	64.354	-16.757	
559	101.25	62.701	-22.154	
560	101.25	60.597	-27.391	
561	101.25	58.055	-32.432	
562	101.25	55.096	-37.238	
563	101.25	51.739	-41.777	
564	101.25	48.01	-46.014	
565	101.25	43.935	-49.92	
566	101.25	39.543	-53.466	
567	101.25	34.866	-56.627	
568	101.25	29.939	-59.38	
569	101.25	24.795	-61.705	
570	101.25	19.473	-63.585	
571	101.25	14.01	-65.007	
572	101.25	8.4467	-65.961	
573	101.25	2.8223	-66.44	
574	101.25	-2.8223	-66.44	
575	101.25	-8.4467	-65.961	
576	101.25	-14.01	-65.007	
577	101.25	-19.473	-63.585	
578	101.25	-24.795	-61.705	
579	101.25	-29.939	-59.38	
580	101.25	-34.866	-56.627	
581	101.25	-39.543	-53.466	
582	101.25	-43.935	-49.92	
583	101.25	-48.01	-46.014	
584	101.25	-51.739	-41.777	
585	101.25	-55.096	-37.238	
586	101.25	-58.055	-32.432	
587	101.25	-60.597	-27.391	
588	101.25	-62.701	-22.154	
589	101.25	-64.354	-16.757	
590	101.25	-65.543	-11.239	
591	101.25	-66.26	-5.6396	
592	118.13	-66.26	5.6396	
593	118.13	-65.543	11.239	
594	118.13	-64.354	16.757	
595	118.13	-62.701	22.154	
596	118.13	-60.597	27.391	
597	118.13	-58.055	32.432	
598	118.13	-55.096	37.238	
599	118.13	-51.739	41.777	
600	118.13	-48.01	46.014	
601	118.13	-43.935	49.92	
602	118.13	-39.543	53.466	
603	118.13	-34.866	56.627	
604	118.13	-29.939	59.38	
605	118.13	-24.795	61.705	
606	118.13	-19.473	63.585	
607	118.13	-14.01	65.007	
608	118.13	-8.4467	65.961	
609	118.13	-2.8223	66.44	
610	118.13	2.8223	66.44	
611	118.13	8.4467	65.961	
612	118.13	14.01	65.007	
613	118.13	19.473	63.585	
614	118.13	24.795	61.705	
615	118.13	29.939	59.38	
616	118.13	34.866	56.627	
617	118.13	39.543	53.466	
618	118.13	43.935	49.92	
619	118.13	48.01	46.014	
620	118.13	51.739	41.777	
621	118.13	55.096	37.238	
622	118.13	58.055	32.432	
623	118.13	60.597	27.391	
624	118.13	62.701	22.154	
625	118.13	64.354	16.757	
626	118.13	65.543	11.239	
627	118.13	66.26	5.6396	
628	118.13	66.5	-1.9429e-013	
629	118.13	66.26	-5.6396	
630	118.13	65.543	-11.239	
631	118.13	64.354	-16.757	
632	118.13	62.701	-22.154	
633	118.13	60.597	-27.391	
634	118.13	58.055	-32.432	
635	118.13	55.096	-37.238	
636	118.13	51.739	-41.777	
637	118.13	48.01	-46.014	
638	118.13	43.935	-49.92	
639	118.13	39.543	-53.466	
640	118.13	34.866	-56.627	
641	118.13	29.939	-59.38	
642	118.13	24.795	-61.705	
643	118.13	19.473	-63.585	
644	118.13	14.01	-65.007	
645	118.13	8.4467	-65.961	
646	118.13	2.8223	-66.44	
647	118.13	-2.8223	-66.44	
648	118.13	-8.4467	-65.961	
649	118.13	-14.01	-65.007	
650	118.13	-19.473	-63.585	
651	118.13	-24.795	-61.705	
652	118.13	-29.939	-59.38	
653	118.13	-34.866	-56.627	
654	118.13	-39.543	-53.466	
655	118.13	-43.935	-49.92	
656	118.13	-48.01	-46.014	
657	118.13	-51.739	-41.777	
658	118.13	-55.096	-37.238	
659	118.13	-58.055	-32.432	
660	118.13	-60.597	-27.391	
661	118.13	-62.701	-22.154	
662	118.13	-64.354	-16.757	
663	118.13	-65.543	-11.239	
664	118.13	-66.26	-5.6396	
665	135.	-66.26	5.6396	
666	16.875	-66.5	-8.1439e-015	
667	33.75	-66.5	-8.1439e-015	
668	50.625	-66.5	-8.1439e-015	
669	67.5	-66.5	-8.1439e-015	
670	84.375	-66.5	-8.1439e-015	
671	101.25	-66.5	-8.1439e-015	
672	118.13	-66.5	-8.1439e-015	
673	135.	-66.5	-8.1439e-015	
674	135.	-66.26	-5.6396	
675	135.	-65.543	-11.239	
676	135.	-64.354	-16.757	
677	135.	-62.701	-22.154	
678	135.	-60.597	-27.391	
679	135.	-58.055	-32.432	
680	135.	-55.096	-37.238	
681	135.	-51.739	-41.777	
682	135.	-48.01	-46.014	
683	135.	-43.935	-49.92	
684	135.	-39.543	-53.466	
685	135.	-34.866	-56.627	
686	135.	-29.939	-59.38	
687	135.	-24.795	-61.705	
688	135.	-19.473	-63.585	
689	135.	-14.01	-65.007	
690	135.	-8.4467	-65.961	
691	135.	-2.8223	-66.44	
692	135.	2.8223	-66.44	
693	135.	8.4467	-65.961	
694	135.	14.01	-65.007	
695	135.	19.473	-63.585	
696	135.	24.795	-61.705	
697	135.	29.939	-59.38	
698	135.	34.866	-56.627	
699	135.	39.543	-53.466	
700	135.	43.935	-49.92	
701	135.	48.01	-46.014	
702	135.	51.739	-41.777	
703	135.	55.096	-37.238	
704	135.	58.055	-32.432	
705	135.	60.597	-27.391	
706	135.	62.701	-22.154	
707	135.	64.354	-16.757	
708	135.	65.543	-11.239	
709	135.	66.26	-5.6396	
710	135.	66.5	-1.9429e-013	
711	135.	66.26	5.6396	
712	135.	65.543	11.239	
713	135.	64.354	16.757	
714	135.	62.701	22.154	
715	135.	60.597	27.391	
716	135.	58.055	32.432	
717	135.	55.096	37.238	
718	135.	51.739	41.777	
719	135.	48.01	46.014	
720	135.	43.935	49.92	
721	135.	39.543	53.466	
722	135.	34.866	56.627	
723	135.	29.939	59.38	
724	135.	24.795	61.705	
725	135.	19.473	63.585	
726	135.	14.01	65.007	
727	135.	8.4467	65.961	
728	135.	2.8223	66.44	
729	135.	-2.8223	66.44	
730	135.	-8.4467	65.961	
731	135.	-14.01	65.007	
732	135.	-19.473	63.585	
733	135.	-24.795	61.705	
734	135.	-29.939	59.38	
735	135.	-34.866	56.627	
736	135.	-39.543	53.466	
737	135.	-43.935	49.92	
738	135.	-48.01	46.014	
739	135.	-51.739	41.777	
740	135.	-55.096	37.238	
741	135.	-58.055	32.432	
742	135.	-60.597	27.391	
743	135.	-62.701	22.154	
744	135.	-64.354	16.757	
745	135.	-65.543	11.239	
1554	0.	-66.44	-2.8223	
1555	0.	-66.44	2.8223	
1556	8.4375	-66.5	-8.1439e-015	
1557	0.	-65.961	-8.4467	
1558	8.4375	-66.26	-5.6396	
1559	0.	-65.007	-14.01	
1560	8.4375	-65.543	-11.239	
1561	0.	-63.585	-19.473	
1562	8.4375	-64.354	-16.757	
1563	0.	-61.705	-24.795	
1564	8.4375	-62.701	-22.154	
1565	0.	-59.38	-29.939	
1566	8.4375	-60.597	-27.391	
1567	0.	-56.627	-34.866	
1568	8.4375	-58.055	-32.432	
1569	0.	-53.466	-39.543	
1570	8.4375	-55.096	-37.238	
1571	0.	-49.92	-43.935	
1572	8.4375	-51.739	-41.777	
1573	0.	-46.014	-48.01	
1574	8.4375	-48.01	-46.014	
1575	0.	-41.777	-51.739	
1576	8.4375	-43.935	-49.92	
1577	0.	-37.238	-55.096	
1578	8.4375	-39.543	-53.466	
1579	0.	-32.432	-58.055	
1580	8.4375	-34.866	-56.627	
1581	0.	-27.391	-60.597	
1582	8.4375	-29.939	-59.38	
1583	0.	-22.154	-62.701	
1584	8.4375	-24.795	-61.705	
1585	0.	-16.757	-64.354	
1586	8.4375	-19.473	-63.585	
1587	0.	-11.239	-65.543	
1588	8.4375	-14.01	-65.007	
1589	0.	-5.6396	-66.26	
1590	8.4375	-8.4467	-65.961	
1591	0.	4.072e-015	-66.5	
1592	8.4375	-2.8223	-66.44	
1593	0.	5.6396	-66.26	
1594	8.4375	2.8223	-66.44	
1595	0.	11.239	-65.543	
1596	8.4375	8.4467	-65.961	
1597	0.	16.757	-64.354	
1598	8.4375	14.01	-65.007	
1599	0.	22.154	-62.701	
1600	8.4375	19.473	-63.585	
1601	0.	27.391	-60.597	
1602	8.4375	24.795	-61.705	
1603	0.	32.432	-58.055	
1604	8.4375	29.939	-59.38	
1605	0.	37.238	-55.096	
1606	8.4375	34.866	-56.627	
1607	0.	41.777	-51.739	
1608	8.4375	39.543	-53.466	
1609	0.	46.014	-48.01	
1610	8.4375	43.935	-49.92	
1611	0.	49.92	-43.935	
1612	8.4375	48.01	-46.014	
1613	0.	53.466	-39.543	
1614	8.4375	51.739	-41.777	
1615	0.	56.627	-34.866	
1616	8.4375	55.096	-37.238	
1617	0.	59.38	-29.939	
1618	8.4375	58.055	-32.432	
1619	0.	61.705	-24.795	
1620	8.4375	60.597	-27.391	
1621	0.	63.585	-19.473	
1622	8.4375	62.701	-22.154	
1623	0.	65.007	-14.01	
1624	8.4375	64.354	-16.757	
1625	0.	65.961	-8.4467	
1626	8.4375	65.543	-11.239	
1627	0.	66.44	-2.8223	
1628	8.4375	66.26	-5.6396	
1629	0.	66.44	2.8223	
1630	8.4375	66.5	-1.9429e-013	
1631	0.	65.961	8.4467	
1632	8.4375	66.26	5.6396	
1633	0.	65.007	14.01	
1634	8.4375	65.543	11.239	
1635	0.	63.585	19.473	
1636	8.4375	64.354	16.757	
1637	0.	61.705	24.795	
1638	8.4375	62.701	22.154	
1639	0.	59.38	29.939	
1640	8.4375	60.597	27.391	
1641	0.	56.627	34.866	
1642	8.4375	58.055	32.432	
1643	0.	53.466	39.543	
1644	8.4375	55.096	37.238	
1645	0.	49.92	43.935	
1646	8.4375	51.739	41.777	
1647	0.	46.014	48.01	
1648	8.4375	48.01	46.014	
1649	0.	41.777	51.739	
1650	8.4375	43.935	49.92	
1651	0.	37.238	55.096	
1652	8.4375	39.543	53.466	
1653	0.	32.432	58.055	
1654	8.4375	34.866	56.627	
1655	0.	27.391	60.597	
1656	8.4375	29.939	59.38	
1657	0.	22.154	62.701	
1658	8.4375	24.795	61.705	
1659	0.	16.757	64.354	
1660	8.4375	19.473	63.585	
1661	0.	11.239	65.543	
1662	8.4375	14.01	65.007	
1663	0.	5.6396	66.26	
1664	8.4375	8.4467	65.961	
1665	0.	3.7322e-013	66.5	
1666	8.4375	2.8223	66.44	
1667	0.	-5.6396	66.26	
1668	8.4375	-2.8223	66.44	
1669	0.	-11.239	65.543	
1670	8.4375	-8.4467	65.961	
1671	0.	-16.757	64.354	
1672	8.4375	-14.01	65.007	
1673	0.	-22.154	62.701	
1674	8.4375	-19.473	63.585	
1675	0.	-27.391	60.597	
1676	8.4375	-24.795	61.705	
1677	0.	-32.432	58.055	
1678	8.4375	-29.939	59.38	
1679	0.	-37.238	55.096	
1680	8.4375	-34.866	56.627	
1681	0.	-41.777	51.739	
1682	8.4375	-39.543	53.466	
1683	0.	-46.014	48.01	
1684	8.4375	-43.935	49.92	
1685	0.	-49.92	43.935	
1686	8.4375	-48.01	46.014	
1687	0.	-53.466	39.543	
1688	8.4375	-51.739	41.777	
1689	0.	-56.627	34.866	
1690	8.4375	-55.096	37.238	
1691	0.	-59.38	29.939	
1692	8.4375	-58.055	32.432	
1693	0.	-61.705	24.795	
1694	8.4375	-60.597	27.391	
1695	0.	-63.585	19.473	
1696	8.4375	-62.701	22.154	
1697	0.	-65.007	14.01	
1698	8.4375	-64.354	16.757	
1699	0.	-65.961	8.4467	
1700	8.4375	-66.26	5.6396	
1701	8.4375	-65.543	11.239	
1702	16.875	-65.961	8.4467	
1703	25.313	-66.26	5.6396	
1704	16.875	-66.44	2.8223	
1706	16.875	-65.007	14.01	
1707	25.313	-65.543	11.239	
1709	16.875	-63.585	19.473	
1710	25.313	-64.354	16.757	
1712	16.875	-61.705	24.795	
1713	25.313	-62.701	22.154	
1715	16.875	-59.38	29.939	
1716	25.313	-60.597	27.391	
1718	16.875	-56.627	34.866	
1719	25.313	-58.055	32.432	
1721	16.875	-53.466	39.543	
1722	25.313	-55.096	37.238	
1724	16.875	-49.92	43.935	
1725	25.313	-51.739	41.777	
1727	16.875	-46.014	48.01	
1728	25.313	-48.01	46.014	
1730	16.875	-41.777	51.739	
1731	25.313	-43.935	49.92	
1733	16.875	-37.238	55.096	
1734	25.313	-39.543	53.466	
1736	16.875	-32.432	58.055	
1737	25.313	-34.866	56.627	
1739	16.875	-27.391	60.597	
1740	25.313	-29.939	59.38	
1742	16.875	-22.154	62.701	
1743	25.313	-24.795	61.705	
1745	16.875	-16.757	64.354	
1746	25.313	-19.473	63.585	
1748	16.875	-11.239	65.543	
1749	25.313	-14.01	65.007	
1751	16.875	-5.6396	66.26	
1752	25.313	-8.4467	65.961	
1754	16.875	3.4369e-013	66.5	
1755	25.313	-2.8223	66.44	
1757	16.875	5.6396	66.26	
1758	25.313	2.8223	66.44	
