é¸îgêî (Hz)	êUïù (m)	à ëääp (ìx)	é¿ïî (m)	ãïïî (m)
500.	1.6762e-012	0.	1.6762e-012	0.
504.	1.6769e-012	0.	1.6769e-012	0.
508.	1.6775e-012	0.	1.6775e-012	0.
512.	1.6782e-012	0.	1.6782e-012	0.
516.	1.6788e-012	0.	1.6788e-012	0.
520.	1.6795e-012	0.	1.6795e-012	0.
524.	1.6802e-012	0.	1.6802e-012	0.
528.	1.6808e-012	0.	1.6808e-012	0.
532.	1.6815e-012	0.	1.6815e-012	0.
536.	1.6822e-012	0.	1.6822e-012	0.
540.	1.6829e-012	0.	1.6829e-012	0.
544.	1.6836e-012	0.	1.6836e-012	0.
548.	1.6843e-012	0.	1.6843e-012	0.
552.	1.685e-012	0.	1.685e-012	0.
556.	1.6857e-012	0.	1.6857e-012	0.
560.	1.6864e-012	0.	1.6864e-012	0.
564.	1.6872e-012	0.	1.6872e-012	0.
568.	1.6879e-012	0.	1.6879e-012	0.
572.	1.6887e-012	0.	1.6887e-012	0.
576.	1.6894e-012	0.	1.6894e-012	0.
580.	1.6902e-012	0.	1.6902e-012	0.
584.	1.6909e-012	0.	1.6909e-012	0.
588.	1.6917e-012	0.	1.6917e-012	0.
592.	1.6925e-012	0.	1.6925e-012	0.
596.	1.6933e-012	0.	1.6933e-012	0.
600.	1.6941e-012	0.	1.6941e-012	0.
604.	1.6949e-012	0.	1.6949e-012	0.
608.	1.6957e-012	0.	1.6957e-012	0.
612.	1.6965e-012	0.	1.6965e-012	0.
616.	1.6973e-012	0.	1.6973e-012	0.
620.	1.6981e-012	0.	1.6981e-012	0.
624.	1.699e-012	0.	1.699e-012	0.
628.	1.6998e-012	0.	1.6998e-012	0.
632.	1.7006e-012	0.	1.7006e-012	0.
636.	1.7015e-012	0.	1.7015e-012	0.
640.	1.7024e-012	0.	1.7024e-012	0.
644.	1.7032e-012	0.	1.7032e-012	0.
648.	1.7041e-012	0.	1.7041e-012	0.
652.	1.705e-012	0.	1.705e-012	0.
656.	1.7059e-012	0.	1.7059e-012	0.
660.	1.7068e-012	0.	1.7068e-012	0.
664.	1.7077e-012	0.	1.7077e-012	0.
668.	1.7086e-012	0.	1.7086e-012	0.
672.	1.7095e-012	0.	1.7095e-012	0.
676.	1.7104e-012	0.	1.7104e-012	0.
680.	1.7114e-012	0.	1.7114e-012	0.
684.	1.7123e-012	0.	1.7123e-012	0.
688.	1.7133e-012	0.	1.7133e-012	0.
692.	1.7142e-012	0.	1.7142e-012	0.
696.	1.7152e-012	0.	1.7152e-012	0.
700.	1.7162e-012	0.	1.7162e-012	0.
704.	1.7172e-012	0.	1.7172e-012	0.
708.	1.7181e-012	0.	1.7181e-012	0.
712.	1.7191e-012	0.	1.7191e-012	0.
716.	1.7202e-012	0.	1.7202e-012	0.
720.	1.7212e-012	0.	1.7212e-012	0.
724.	1.7222e-012	0.	1.7222e-012	0.
728.	1.7232e-012	0.	1.7232e-012	0.
732.	1.7243e-012	0.	1.7243e-012	0.
736.	1.7253e-012	0.	1.7253e-012	0.
740.	1.7264e-012	0.	1.7264e-012	0.
744.	1.7274e-012	0.	1.7274e-012	0.
748.	1.7285e-012	0.	1.7285e-012	0.
752.	1.7296e-012	0.	1.7296e-012	0.
756.	1.7307e-012	0.	1.7307e-012	0.
760.	1.7318e-012	0.	1.7318e-012	0.
764.	1.7329e-012	0.	1.7329e-012	0.
768.	1.734e-012	0.	1.734e-012	0.
772.	1.7351e-012	0.	1.7351e-012	0.
776.	1.7363e-012	0.	1.7363e-012	0.
780.	1.7374e-012	0.	1.7374e-012	0.
784.	1.7386e-012	0.	1.7386e-012	0.
788.	1.7397e-012	0.	1.7397e-012	0.
792.	1.7409e-012	0.	1.7409e-012	0.
796.	1.7421e-012	0.	1.7421e-012	0.
800.	1.7433e-012	0.	1.7433e-012	0.
804.	1.7445e-012	0.	1.7445e-012	0.
808.	1.7457e-012	0.	1.7457e-012	0.
812.	1.7469e-012	0.	1.7469e-012	0.
816.	1.7481e-012	0.	1.7481e-012	0.
820.	1.7494e-012	0.	1.7494e-012	0.
824.	1.7506e-012	0.	1.7506e-012	0.
828.	1.7519e-012	0.	1.7519e-012	0.
832.	1.7531e-012	0.	1.7531e-012	0.
836.	1.7544e-012	0.	1.7544e-012	0.
840.	1.7557e-012	0.	1.7557e-012	0.
844.	1.757e-012	0.	1.757e-012	0.
848.	1.7583e-012	0.	1.7583e-012	0.
852.	1.7596e-012	0.	1.7596e-012	0.
856.	1.7609e-012	0.	1.7609e-012	0.
860.	1.7623e-012	0.	1.7623e-012	0.
864.	1.7636e-012	0.	1.7636e-012	0.
868.	1.765e-012	0.	1.765e-012	0.
872.	1.7664e-012	0.	1.7664e-012	0.
876.	1.7678e-012	0.	1.7678e-012	0.
880.	1.7692e-012	0.	1.7692e-012	0.
884.	1.7706e-012	0.	1.7706e-012	0.
888.	1.772e-012	0.	1.772e-012	0.
892.	1.7734e-012	0.	1.7734e-012	0.
896.	1.7748e-012	0.	1.7748e-012	0.
900.	1.7763e-012	0.	1.7763e-012	0.
904.	1.7778e-012	0.	1.7778e-012	0.
908.	1.7792e-012	0.	1.7792e-012	0.
912.	1.7807e-012	0.	1.7807e-012	0.
916.	1.7822e-012	0.	1.7822e-012	0.
920.	1.7837e-012	0.	1.7837e-012	0.
924.	1.7853e-012	0.	1.7853e-012	0.
928.	1.7868e-012	0.	1.7868e-012	0.
932.	1.7883e-012	0.	1.7883e-012	0.
936.	1.7899e-012	0.	1.7899e-012	0.
940.	1.7915e-012	0.	1.7915e-012	0.
944.	1.7931e-012	0.	1.7931e-012	0.
948.	1.7947e-012	0.	1.7947e-012	0.
952.	1.7963e-012	0.	1.7963e-012	0.
956.	1.7979e-012	0.	1.7979e-012	0.
960.	1.7995e-012	0.	1.7995e-012	0.
964.	1.8012e-012	0.	1.8012e-012	0.
968.	1.8028e-012	0.	1.8028e-012	0.
972.	1.8045e-012	0.	1.8045e-012	0.
976.	1.8062e-012	0.	1.8062e-012	0.
980.	1.8079e-012	0.	1.8079e-012	0.
984.	1.8096e-012	0.	1.8096e-012	0.
988.	1.8114e-012	0.	1.8114e-012	0.
992.	1.8131e-012	0.	1.8131e-012	0.
996.	1.8149e-012	0.	1.8149e-012	0.
1000.	1.8167e-012	0.	1.8167e-012	0.
1004.	1.8185e-012	0.	1.8185e-012	0.
1008.	1.8203e-012	0.	1.8203e-012	0.
1012.	1.8221e-012	0.	1.8221e-012	0.
1016.	1.824e-012	0.	1.824e-012	0.
1020.	1.8258e-012	0.	1.8258e-012	0.
1024.	1.8277e-012	0.	1.8277e-012	0.
1028.	1.8296e-012	0.	1.8296e-012	0.
1032.	1.8315e-012	0.	1.8315e-012	0.
1036.	1.8334e-012	0.	1.8334e-012	0.
1040.	1.8353e-012	0.	1.8353e-012	0.
1044.	1.8373e-012	0.	1.8373e-012	0.
1048.	1.8393e-012	0.	1.8393e-012	0.
1052.	1.8412e-012	0.	1.8412e-012	0.
1056.	1.8433e-012	0.	1.8433e-012	0.
1060.	1.8453e-012	0.	1.8453e-012	0.
1064.	1.8473e-012	0.	1.8473e-012	0.
1068.	1.8494e-012	0.	1.8494e-012	0.
1072.	1.8515e-012	0.	1.8515e-012	0.
1076.	1.8536e-012	0.	1.8536e-012	0.
1080.	1.8557e-012	0.	1.8557e-012	0.
1084.	1.8578e-012	0.	1.8578e-012	0.
1088.	1.86e-012	0.	1.86e-012	0.
1092.	1.8621e-012	0.	1.8621e-012	0.
1096.	1.8643e-012	0.	1.8643e-012	0.
1100.	1.8665e-012	0.	1.8665e-012	0.
1104.	1.8688e-012	0.	1.8688e-012	0.
1108.	1.871e-012	0.	1.871e-012	0.
1112.	1.8733e-012	0.	1.8733e-012	0.
1116.	1.8756e-012	0.	1.8756e-012	0.
1120.	1.8779e-012	0.	1.8779e-012	0.
1124.	1.8802e-012	0.	1.8802e-012	0.
1128.	1.8826e-012	0.	1.8826e-012	0.
1132.	1.885e-012	0.	1.885e-012	0.
1136.	1.8874e-012	0.	1.8874e-012	0.
1140.	1.8898e-012	0.	1.8898e-012	0.
1144.	1.8923e-012	0.	1.8923e-012	0.
1148.	1.8947e-012	0.	1.8947e-012	0.
1152.	1.8972e-012	0.	1.8972e-012	0.
1156.	1.8997e-012	0.	1.8997e-012	0.
1160.	1.9023e-012	0.	1.9023e-012	0.
1164.	1.9049e-012	0.	1.9049e-012	0.
1168.	1.9075e-012	0.	1.9075e-012	0.
1172.	1.9101e-012	0.	1.9101e-012	0.
1176.	1.9127e-012	0.	1.9127e-012	0.
1180.	1.9154e-012	0.	1.9154e-012	0.
1184.	1.9181e-012	0.	1.9181e-012	0.
1188.	1.9208e-012	0.	1.9208e-012	0.
1192.	1.9236e-012	0.	1.9236e-012	0.
1196.	1.9264e-012	0.	1.9264e-012	0.
1200.	1.9292e-012	0.	1.9292e-012	0.
1204.	1.932e-012	0.	1.932e-012	0.
1208.	1.9349e-012	0.	1.9349e-012	0.
1212.	1.9378e-012	0.	1.9378e-012	0.
1216.	1.9407e-012	0.	1.9407e-012	0.
1220.	1.9437e-012	0.	1.9437e-012	0.
1224.	1.9466e-012	0.	1.9466e-012	0.
1228.	1.9497e-012	0.	1.9497e-012	0.
1232.	1.9527e-012	0.	1.9527e-012	0.
1236.	1.9558e-012	0.	1.9558e-012	0.
1240.	1.9589e-012	0.	1.9589e-012	0.
1244.	1.9621e-012	0.	1.9621e-012	0.
1248.	1.9653e-012	0.	1.9653e-012	0.
1252.	1.9685e-012	0.	1.9685e-012	0.
1256.	1.9718e-012	0.	1.9718e-012	0.
1260.	1.975e-012	0.	1.975e-012	0.
1264.	1.9784e-012	0.	1.9784e-012	0.
1268.	1.9817e-012	0.	1.9817e-012	0.
1272.	1.9852e-012	0.	1.9852e-012	0.
1276.	1.9886e-012	0.	1.9886e-012	0.
1280.	1.9921e-012	0.	1.9921e-012	0.
1284.	1.9956e-012	0.	1.9956e-012	0.
1288.	1.9992e-012	0.	1.9992e-012	0.
1292.	2.0028e-012	0.	2.0028e-012	0.
1296.	2.0064e-012	0.	2.0064e-012	0.
1300.	2.0101e-012	0.	2.0101e-012	0.
1304.	2.0139e-012	0.	2.0139e-012	0.
1308.	2.0177e-012	0.	2.0177e-012	0.
1312.	2.0215e-012	0.	2.0215e-012	0.
1316.	2.0254e-012	0.	2.0254e-012	0.
1320.	2.0293e-012	0.	2.0293e-012	0.
1324.	2.0333e-012	0.	2.0333e-012	0.
1328.	2.0373e-012	0.	2.0373e-012	0.
1332.	2.0414e-012	0.	2.0414e-012	0.
1336.	2.0455e-012	0.	2.0455e-012	0.
1340.	2.0497e-012	0.	2.0497e-012	0.
1344.	2.0539e-012	0.	2.0539e-012	0.
1348.	2.0582e-012	0.	2.0582e-012	0.
1352.	2.0626e-012	0.	2.0626e-012	0.
1356.	2.067e-012	0.	2.067e-012	0.
1360.	2.0715e-012	0.	2.0715e-012	0.
1364.	2.076e-012	0.	2.076e-012	0.
1368.	2.0806e-012	0.	2.0806e-012	0.
1372.	2.0852e-012	0.	2.0852e-012	0.
1376.	2.0899e-012	0.	2.0899e-012	0.
1380.	2.0947e-012	0.	2.0947e-012	0.
1384.	2.0996e-012	0.	2.0996e-012	0.
1388.	2.1045e-012	0.	2.1045e-012	0.
1392.	2.1095e-012	0.	2.1095e-012	0.
1396.	2.1145e-012	0.	2.1145e-012	0.
1400.	2.1197e-012	0.	2.1197e-012	0.
1404.	2.1249e-012	0.	2.1249e-012	0.
1408.	2.1302e-012	0.	2.1302e-012	0.
1412.	2.1355e-012	0.	2.1355e-012	0.
1416.	2.141e-012	0.	2.141e-012	0.
1420.	2.1465e-012	0.	2.1465e-012	0.
1424.	2.1521e-012	0.	2.1521e-012	0.
1428.	2.1579e-012	0.	2.1579e-012	0.
1432.	2.1637e-012	0.	2.1637e-012	0.
1436.	2.1695e-012	0.	2.1695e-012	0.
1440.	2.1755e-012	0.	2.1755e-012	0.
1444.	2.1816e-012	0.	2.1816e-012	0.
1448.	2.1878e-012	0.	2.1878e-012	0.
1452.	2.1941e-012	0.	2.1941e-012	0.
1456.	2.2005e-012	0.	2.2005e-012	0.
1460.	2.207e-012	0.	2.207e-012	0.
1464.	2.2136e-012	0.	2.2136e-012	0.
1468.	2.2204e-012	0.	2.2204e-012	0.
1472.	2.2272e-012	0.	2.2272e-012	0.
1476.	2.2342e-012	0.	2.2342e-012	0.
1480.	2.2413e-012	0.	2.2413e-012	0.
1484.	2.2485e-012	0.	2.2485e-012	0.
1488.	2.2559e-012	0.	2.2559e-012	0.
1492.	2.2634e-012	0.	2.2634e-012	0.
1496.	2.2711e-012	0.	2.2711e-012	0.
1500.	2.2789e-012	0.	2.2789e-012	0.
1504.	2.2868e-012	0.	2.2868e-012	0.
1508.	2.2949e-012	0.	2.2949e-012	0.
1512.	2.3032e-012	0.	2.3032e-012	0.
1516.	2.3116e-012	0.	2.3116e-012	0.
1520.	2.3202e-012	0.	2.3202e-012	0.
1524.	2.329e-012	0.	2.329e-012	0.
1528.	2.338e-012	0.	2.338e-012	0.
1532.	2.3472e-012	0.	2.3472e-012	0.
1536.	2.3565e-012	0.	2.3565e-012	0.
1540.	2.3661e-012	0.	2.3661e-012	0.
1544.	2.3759e-012	0.	2.3759e-012	0.
1548.	2.3859e-012	0.	2.3859e-012	0.
1552.	2.3961e-012	0.	2.3961e-012	0.
1556.	2.4066e-012	0.	2.4066e-012	0.
1560.	2.4173e-012	0.	2.4173e-012	0.
1564.	2.4283e-012	0.	2.4283e-012	0.
1568.	2.4396e-012	0.	2.4396e-012	0.
1572.	2.4511e-012	0.	2.4511e-012	0.
1576.	2.4629e-012	0.	2.4629e-012	0.
1580.	2.475e-012	0.	2.475e-012	0.
1584.	2.4875e-012	0.	2.4875e-012	0.
1588.	2.5002e-012	0.	2.5002e-012	0.
1592.	2.5134e-012	0.	2.5134e-012	0.
1596.	2.5268e-012	0.	2.5268e-012	0.
1600.	2.5407e-012	0.	2.5407e-012	0.
1604.	2.5549e-012	0.	2.5549e-012	0.
1608.	2.5696e-012	0.	2.5696e-012	0.
1612.	2.5847e-012	0.	2.5847e-012	0.
1616.	2.6002e-012	0.	2.6002e-012	0.
1620.	2.6162e-012	0.	2.6162e-012	0.
1624.	2.6327e-012	0.	2.6327e-012	0.
1628.	2.6497e-012	0.	2.6497e-012	0.
1632.	2.6673e-012	0.	2.6673e-012	0.
1636.	2.6855e-012	0.	2.6855e-012	0.
1640.	2.7043e-012	0.	2.7043e-012	0.
1644.	2.7237e-012	0.	2.7237e-012	0.
1648.	2.7438e-012	0.	2.7438e-012	0.
1652.	2.7646e-012	0.	2.7646e-012	0.
1656.	2.7862e-012	0.	2.7862e-012	0.
1660.	2.8086e-012	0.	2.8086e-012	0.
1664.	2.8319e-012	0.	2.8319e-012	0.
1668.	2.8561e-012	0.	2.8561e-012	0.
1672.	2.8812e-012	0.	2.8812e-012	0.
1676.	2.9074e-012	0.	2.9074e-012	0.
1680.	2.9347e-012	0.	2.9347e-012	0.
1684.	2.9632e-012	0.	2.9632e-012	0.
1688.	2.9929e-012	0.	2.9929e-012	0.
1692.	3.024e-012	0.	3.024e-012	0.
1696.	3.0566e-012	0.	3.0566e-012	0.
1700.	3.0907e-012	0.	3.0907e-012	0.
1704.	3.1265e-012	0.	3.1265e-012	0.
1708.	3.1642e-012	0.	3.1642e-012	0.
1712.	3.2038e-012	0.	3.2038e-012	0.
1716.	3.2456e-012	0.	3.2456e-012	0.
1720.	3.2897e-012	0.	3.2897e-012	0.
1724.	3.3364e-012	0.	3.3364e-012	0.
1728.	3.3859e-012	0.	3.3859e-012	0.
1732.	3.4384e-012	0.	3.4384e-012	0.
1736.	3.4943e-012	0.	3.4943e-012	0.
1740.	3.5539e-012	0.	3.5539e-012	0.
1744.	3.6176e-012	0.	3.6176e-012	0.
1748.	3.6859e-012	0.	3.6859e-012	0.
1752.	3.7593e-012	0.	3.7593e-012	0.
1756.	3.8384e-012	0.	3.8384e-012	0.
1760.	3.924e-012	0.	3.924e-012	0.
1764.	4.0168e-012	0.	4.0168e-012	0.
1768.	4.118e-012	0.	4.118e-012	0.
1772.	4.2286e-012	0.	4.2286e-012	0.
1776.	4.3502e-012	0.	4.3502e-012	0.
1780.	4.4844e-012	0.	4.4844e-012	0.
1784.	4.6335e-012	0.	4.6335e-012	0.
1788.	4.8e-012	0.	4.8e-012	0.
1792.	4.9874e-012	0.	4.9874e-012	0.
1796.	5.1999e-012	0.	5.1999e-012	0.
1800.	5.4429e-012	0.	5.4429e-012	0.
1804.	5.7238e-012	0.	5.7238e-012	0.
1808.	6.0522e-012	0.	6.0522e-012	0.
1812.	6.4415e-012	0.	6.4415e-012	0.
1816.	6.9107e-012	0.	6.9107e-012	0.
1820.	7.4874e-012	0.	7.4874e-012	0.
1824.	8.2137e-012	0.	8.2137e-012	0.
1828.	9.1573e-012	0.	9.1573e-012	0.
1832.	1.0433e-011	0.	1.0433e-011	0.
1836.	1.2257e-011	0.	1.2257e-011	0.
1840.	1.5078e-011	0.	1.5078e-011	0.
1844.	2.0029e-011	0.	2.0029e-011	0.
1848.	3.0995e-011	0.	3.0995e-011	0.
1852.	7.5992e-011	0.	7.5992e-011	0.
1856.	1.3237e-010	180.	-1.3237e-010	0.
1860.	3.3142e-011	180.	-3.3142e-011	0.
1864.	1.8201e-011	180.	-1.8201e-011	0.
1868.	1.2162e-011	180.	-1.2162e-011	0.
1872.	8.8934e-012	180.	-8.8934e-012	0.
1876.	6.8427e-012	180.	-6.8427e-012	0.
1880.	5.4348e-012	180.	-5.4348e-012	0.
1884.	4.4076e-012	180.	-4.4076e-012	0.
1888.	3.6242e-012	180.	-3.6242e-012	0.
1892.	3.0123e-012	0.	3.0123e-012	0.
1896.	2.7487e-012	0.	2.7487e-012	0.
1900.	2.537e-012	0.	2.537e-012	0.
1904.	2.3652e-012	0.	2.3652e-012	0.
1908.	2.2246e-012	0.	2.2246e-012	0.
1912.	2.1091e-012	0.	2.1091e-012	0.
1916.	2.0142e-012	0.	2.0142e-012	0.
1920.	1.9364e-012	0.	1.9364e-012	0.
1924.	1.8733e-012	0.	1.8733e-012	0.
1928.	1.8229e-012	0.	1.8229e-012	0.
1932.	1.7837e-012	0.	1.7837e-012	0.
1936.	1.7544e-012	0.	1.7544e-012	0.
1940.	1.7343e-012	0.	1.7343e-012	0.
1944.	1.7225e-012	0.	1.7225e-012	0.
1948.	1.7186e-012	0.	1.7186e-012	0.
1952.	1.7223e-012	0.	1.7223e-012	0.
1956.	1.7332e-012	0.	1.7332e-012	0.
1960.	1.7513e-012	0.	1.7513e-012	0.
1964.	1.8279e-012	0.	1.8279e-012	0.
1968.	1.9509e-012	0.	1.9509e-012	0.
1972.	2.0802e-012	0.	2.0802e-012	0.
1976.	2.2168e-012	0.	2.2168e-012	0.
1980.	2.3618e-012	0.	2.3618e-012	0.
1984.	2.5164e-012	0.	2.5164e-012	0.
1988.	2.682e-012	0.	2.682e-012	0.
1992.	2.8601e-012	0.	2.8601e-012	0.
1996.	3.0525e-012	0.	3.0525e-012	0.
2000.	3.2616e-012	0.	3.2616e-012	0.
2004.	3.4898e-012	0.	3.4898e-012	0.
2008.	3.7403e-012	0.	3.7403e-012	0.
2012.	4.0169e-012	0.	4.0169e-012	0.
2016.	4.326e-012	0.	4.326e-012	0.
2020.	4.6758e-012	0.	4.6758e-012	0.
2024.	5.0709e-012	0.	5.0709e-012	0.
2028.	5.5208e-012	0.	5.5208e-012	0.
2032.	6.0378e-012	0.	6.0378e-012	0.
2036.	6.6387e-012	0.	6.6387e-012	0.
2040.	7.3458e-012	0.	7.3458e-012	0.
2044.	8.1903e-012	0.	8.1903e-012	0.
2048.	9.2169e-012	0.	9.2169e-012	0.
2052.	1.0492e-011	0.	1.0492e-011	0.
2056.	1.2131e-011	0.	1.2131e-011	0.
2060.	1.43e-011	0.	1.43e-011	0.
2064.	1.7298e-011	0.	1.7298e-011	0.
2068.	2.171e-011	0.	2.171e-011	0.
2072.	2.8849e-011	0.	2.8849e-011	0.
2076.	4.2372e-011	0.	4.2372e-011	0.
2080.	7.7784e-011	0.	7.7784e-011	0.
2084.	4.2807e-010	0.	4.2807e-010	0.
2088.	1.3034e-010	180.	-1.3034e-010	0.
2092.	5.7033e-011	180.	-5.7033e-011	0.
2096.	3.6882e-011	180.	-3.6882e-011	0.
2100.	2.7451e-011	180.	-2.7451e-011	0.
2104.	2.1983e-011	180.	-2.1983e-011	0.
2108.	1.8413e-011	180.	-1.8413e-011	0.
2112.	1.59e-011	180.	-1.59e-011	0.
2116.	1.4045e-011	180.	-1.4045e-011	0.
2120.	1.2618e-011	180.	-1.2618e-011	0.
2124.	1.1485e-011	180.	-1.1485e-011	0.
2128.	1.0562e-011	180.	-1.0562e-011	0.
2132.	9.7971e-012	180.	-9.7971e-012	0.
2136.	9.1522e-012	180.	-9.1522e-012	0.
2140.	8.6014e-012	180.	-8.6014e-012	0.
2144.	8.1256e-012	180.	-8.1256e-012	0.
2148.	7.7105e-012	180.	-7.7105e-012	0.
2152.	7.3453e-012	180.	-7.3453e-012	0.
2156.	7.0215e-012	180.	-7.0215e-012	0.
2160.	6.7326e-012	180.	-6.7326e-012	0.
2164.	6.4731e-012	180.	-6.4731e-012	0.
2168.	6.239e-012	180.	-6.239e-012	0.
2172.	6.0266e-012	180.	-6.0266e-012	0.
2176.	5.8332e-012	180.	-5.8332e-012	0.
2180.	5.6563e-012	180.	-5.6563e-012	0.
2184.	5.4939e-012	180.	-5.4939e-012	0.
