é¸îgêî (Hz)	êUïù (mm)	à ëääp (ìx)	é¿ïî (mm)	ãïïî (mm)
232.	2.0245e-014	0.	2.0245e-014	0.
236.	2.0249e-014	0.	2.0249e-014	0.
240.	2.0253e-014	0.	2.0253e-014	0.
244.	2.0256e-014	0.	2.0256e-014	0.
248.	2.026e-014	0.	2.026e-014	0.
252.	2.0264e-014	0.	2.0264e-014	0.
256.	2.0268e-014	0.	2.0268e-014	0.
260.	2.0273e-014	0.	2.0273e-014	0.
264.	2.0276e-014	0.	2.0276e-014	0.
268.	2.0281e-014	0.	2.0281e-014	0.
272.	2.0285e-014	0.	2.0285e-014	0.
276.	2.0289e-014	0.	2.0289e-014	0.
280.	2.0294e-014	0.	2.0294e-014	0.
284.	2.0298e-014	0.	2.0298e-014	0.
288.	2.0303e-014	0.	2.0303e-014	0.
292.	2.0308e-014	0.	2.0308e-014	0.
296.	2.0313e-014	0.	2.0313e-014	0.
300.	2.0317e-014	0.	2.0317e-014	0.
304.	2.0322e-014	0.	2.0322e-014	0.
308.	2.0327e-014	0.	2.0327e-014	0.
312.	2.0332e-014	0.	2.0332e-014	0.
316.	2.0337e-014	0.	2.0337e-014	0.
320.	2.0342e-014	0.	2.0342e-014	0.
324.	2.0347e-014	0.	2.0347e-014	0.
328.	2.0353e-014	0.	2.0353e-014	0.
332.	2.0358e-014	0.	2.0358e-014	0.
336.	2.0363e-014	0.	2.0363e-014	0.
340.	2.0369e-014	0.	2.0369e-014	0.
344.	2.0374e-014	0.	2.0374e-014	0.
348.	2.038e-014	0.	2.038e-014	0.
352.	2.0386e-014	0.	2.0386e-014	0.
356.	2.0391e-014	0.	2.0391e-014	0.
360.	2.0397e-014	0.	2.0397e-014	0.
364.	2.0403e-014	0.	2.0403e-014	0.
368.	2.0409e-014	0.	2.0409e-014	0.
372.	2.0415e-014	0.	2.0415e-014	0.
376.	2.0421e-014	0.	2.0421e-014	0.
380.	2.0427e-014	0.	2.0427e-014	0.
384.	2.0434e-014	0.	2.0434e-014	0.
388.	2.044e-014	0.	2.044e-014	0.
392.	2.0446e-014	0.	2.0446e-014	0.
396.	2.0452e-014	0.	2.0452e-014	0.
400.	2.0459e-014	0.	2.0459e-014	0.
404.	2.0466e-014	0.	2.0466e-014	0.
408.	2.0472e-014	0.	2.0472e-014	0.
412.	2.0479e-014	0.	2.0479e-014	0.
416.	2.0486e-014	0.	2.0486e-014	0.
420.	2.0493e-014	0.	2.0493e-014	0.
424.	2.05e-014	0.	2.05e-014	0.
428.	2.0506e-014	0.	2.0506e-014	0.
432.	2.0514e-014	0.	2.0514e-014	0.
436.	2.0522e-014	0.	2.0522e-014	0.
440.	2.0528e-014	0.	2.0528e-014	0.
444.	2.0535e-014	0.	2.0535e-014	0.
448.	2.0543e-014	0.	2.0543e-014	0.
452.	2.0551e-014	0.	2.0551e-014	0.
456.	2.0558e-014	0.	2.0558e-014	0.
460.	2.0566e-014	0.	2.0566e-014	0.
464.	2.0573e-014	0.	2.0573e-014	0.
468.	2.0581e-014	0.	2.0581e-014	0.
472.	2.0589e-014	0.	2.0589e-014	0.
476.	2.0597e-014	0.	2.0597e-014	0.
480.	2.0605e-014	0.	2.0605e-014	0.
484.	2.0613e-014	0.	2.0613e-014	0.
488.	2.0621e-014	0.	2.0621e-014	0.
492.	2.0629e-014	0.	2.0629e-014	0.
496.	2.0638e-014	0.	2.0638e-014	0.
500.	2.0646e-014	0.	2.0646e-014	0.
504.	2.0654e-014	0.	2.0654e-014	0.
508.	2.0663e-014	0.	2.0663e-014	0.
512.	2.0671e-014	0.	2.0671e-014	0.
516.	2.068e-014	0.	2.068e-014	0.
520.	2.0689e-014	0.	2.0689e-014	0.
524.	2.0698e-014	0.	2.0698e-014	0.
528.	2.0707e-014	0.	2.0707e-014	0.
532.	2.0715e-014	0.	2.0715e-014	0.
536.	2.0725e-014	0.	2.0725e-014	0.
540.	2.0734e-014	0.	2.0734e-014	0.
544.	2.0743e-014	0.	2.0743e-014	0.
548.	2.0752e-014	0.	2.0752e-014	0.
552.	2.0761e-014	0.	2.0761e-014	0.
556.	2.0771e-014	0.	2.0771e-014	0.
560.	2.0781e-014	0.	2.0781e-014	0.
564.	2.079e-014	0.	2.079e-014	0.
568.	2.08e-014	0.	2.08e-014	0.
572.	2.081e-014	0.	2.081e-014	0.
576.	2.082e-014	0.	2.082e-014	0.
580.	2.083e-014	0.	2.083e-014	0.
584.	2.084e-014	0.	2.084e-014	0.
588.	2.085e-014	0.	2.085e-014	0.
592.	2.086e-014	0.	2.086e-014	0.
596.	2.087e-014	0.	2.087e-014	0.
600.	2.088e-014	0.	2.088e-014	0.
604.	2.0891e-014	0.	2.0891e-014	0.
608.	2.0901e-014	0.	2.0901e-014	0.
612.	2.0912e-014	0.	2.0912e-014	0.
616.	2.0923e-014	0.	2.0923e-014	0.
620.	2.0934e-014	0.	2.0934e-014	0.
624.	2.0944e-014	0.	2.0944e-014	0.
628.	2.0955e-014	0.	2.0955e-014	0.
632.	2.0966e-014	0.	2.0966e-014	0.
636.	2.0978e-014	0.	2.0978e-014	0.
640.	2.0989e-014	0.	2.0989e-014	0.
644.	2.1e-014	0.	2.1e-014	0.
648.	2.1011e-014	0.	2.1011e-014	0.
652.	2.1023e-014	0.	2.1023e-014	0.
656.	2.1035e-014	0.	2.1035e-014	0.
660.	2.1046e-014	0.	2.1046e-014	0.
664.	2.1059e-014	0.	2.1059e-014	0.
668.	2.107e-014	0.	2.107e-014	0.
672.	2.1082e-014	0.	2.1082e-014	0.
676.	2.1094e-014	0.	2.1094e-014	0.
680.	2.1105e-014	0.	2.1105e-014	0.
684.	2.1118e-014	0.	2.1118e-014	0.
688.	2.1131e-014	0.	2.1131e-014	0.
692.	2.1143e-014	0.	2.1143e-014	0.
696.	2.1156e-014	0.	2.1156e-014	0.
700.	2.1168e-014	0.	2.1168e-014	0.
704.	2.1181e-014	0.	2.1181e-014	0.
708.	2.1193e-014	0.	2.1193e-014	0.
712.	2.1207e-014	0.	2.1207e-014	0.
716.	2.1219e-014	0.	2.1219e-014	0.
720.	2.1233e-014	0.	2.1233e-014	0.
724.	2.1245e-014	0.	2.1245e-014	0.
728.	2.1259e-014	0.	2.1259e-014	0.
732.	2.1272e-014	0.	2.1272e-014	0.
736.	2.1286e-014	0.	2.1286e-014	0.
740.	2.1299e-014	0.	2.1299e-014	0.
744.	2.1312e-014	0.	2.1312e-014	0.
748.	2.1327e-014	0.	2.1327e-014	0.
752.	2.134e-014	0.	2.134e-014	0.
756.	2.1354e-014	0.	2.1354e-014	0.
760.	2.1368e-014	0.	2.1368e-014	0.
764.	2.1382e-014	0.	2.1382e-014	0.
768.	2.1397e-014	0.	2.1397e-014	0.
772.	2.1411e-014	0.	2.1411e-014	0.
776.	2.1425e-014	0.	2.1425e-014	0.
780.	2.144e-014	0.	2.144e-014	0.
784.	2.1454e-014	0.	2.1454e-014	0.
788.	2.1469e-014	0.	2.1469e-014	0.
792.	2.1484e-014	0.	2.1484e-014	0.
796.	2.1499e-014	0.	2.1499e-014	0.
800.	2.1514e-014	0.	2.1514e-014	0.
804.	2.1529e-014	0.	2.1529e-014	0.
808.	2.1545e-014	0.	2.1545e-014	0.
812.	2.156e-014	0.	2.156e-014	0.
816.	2.1575e-014	0.	2.1575e-014	0.
820.	2.1591e-014	0.	2.1591e-014	0.
824.	2.1607e-014	0.	2.1607e-014	0.
828.	2.1622e-014	0.	2.1622e-014	0.
832.	2.1639e-014	0.	2.1639e-014	0.
836.	2.1654e-014	0.	2.1654e-014	0.
840.	2.1671e-014	0.	2.1671e-014	0.
844.	2.1687e-014	0.	2.1687e-014	0.
848.	2.1703e-014	0.	2.1703e-014	0.
852.	2.172e-014	0.	2.172e-014	0.
856.	2.1736e-014	0.	2.1736e-014	0.
860.	2.1753e-014	0.	2.1753e-014	0.
864.	2.177e-014	0.	2.177e-014	0.
868.	2.1787e-014	0.	2.1787e-014	0.
872.	2.1804e-014	0.	2.1804e-014	0.
876.	2.1822e-014	0.	2.1822e-014	0.
880.	2.1839e-014	0.	2.1839e-014	0.
884.	2.1856e-014	0.	2.1856e-014	0.
888.	2.1874e-014	0.	2.1874e-014	0.
892.	2.1891e-014	0.	2.1891e-014	0.
896.	2.1909e-014	0.	2.1909e-014	0.
900.	2.1927e-014	0.	2.1927e-014	0.
904.	2.1945e-014	0.	2.1945e-014	0.
908.	2.1963e-014	0.	2.1963e-014	0.
912.	2.1982e-014	0.	2.1982e-014	0.
916.	2.2e-014	0.	2.2e-014	0.
920.	2.2018e-014	0.	2.2018e-014	0.
924.	2.2037e-014	0.	2.2037e-014	0.
928.	2.2056e-014	0.	2.2056e-014	0.
932.	2.2075e-014	0.	2.2075e-014	0.
936.	2.2094e-014	0.	2.2094e-014	0.
940.	2.2114e-014	0.	2.2114e-014	0.
944.	2.2132e-014	0.	2.2132e-014	0.
948.	2.2152e-014	0.	2.2152e-014	0.
952.	2.2172e-014	0.	2.2172e-014	0.
956.	2.2192e-014	0.	2.2192e-014	0.
960.	2.2211e-014	0.	2.2211e-014	0.
964.	2.2231e-014	0.	2.2231e-014	0.
968.	2.2252e-014	0.	2.2252e-014	0.
972.	2.2271e-014	0.	2.2271e-014	0.
976.	2.2292e-014	0.	2.2292e-014	0.
980.	2.2313e-014	0.	2.2313e-014	0.
984.	2.2333e-014	0.	2.2333e-014	0.
988.	2.2354e-014	0.	2.2354e-014	0.
992.	2.2375e-014	0.	2.2375e-014	0.
996.	2.2396e-014	0.	2.2396e-014	0.
1000.	2.2417e-014	0.	2.2417e-014	0.
1004.	2.2439e-014	0.	2.2439e-014	0.
1008.	2.246e-014	0.	2.246e-014	0.
1012.	2.2482e-014	0.	2.2482e-014	0.
1016.	2.2504e-014	0.	2.2504e-014	0.
1020.	2.2526e-014	0.	2.2526e-014	0.
1024.	2.2548e-014	0.	2.2548e-014	0.
1028.	2.2571e-014	0.	2.2571e-014	0.
1032.	2.2593e-014	0.	2.2593e-014	0.
1036.	2.2616e-014	0.	2.2616e-014	0.
1040.	2.2639e-014	0.	2.2639e-014	0.
1044.	2.2662e-014	0.	2.2662e-014	0.
1048.	2.2684e-014	0.	2.2684e-014	0.
1052.	2.2708e-014	0.	2.2708e-014	0.
1056.	2.2731e-014	0.	2.2731e-014	0.
1060.	2.2754e-014	0.	2.2754e-014	0.
1064.	2.2779e-014	0.	2.2779e-014	0.
1068.	2.2802e-014	0.	2.2802e-014	0.
1072.	2.2826e-014	0.	2.2826e-014	0.
1076.	2.2851e-014	0.	2.2851e-014	0.
1080.	2.2875e-014	0.	2.2875e-014	0.
1084.	2.29e-014	0.	2.29e-014	0.
1088.	2.2924e-014	0.	2.2924e-014	0.
1092.	2.295e-014	0.	2.295e-014	0.
1096.	2.2975e-014	0.	2.2975e-014	0.
1100.	2.3e-014	0.	2.3e-014	0.
1104.	2.3026e-014	0.	2.3026e-014	0.
1108.	2.3051e-014	0.	2.3051e-014	0.
1112.	2.3077e-014	0.	2.3077e-014	0.
1116.	2.3103e-014	0.	2.3103e-014	0.
1120.	2.3129e-014	0.	2.3129e-014	0.
1124.	2.3156e-014	0.	2.3156e-014	0.
1128.	2.3182e-014	0.	2.3182e-014	0.
1132.	2.3209e-014	0.	2.3209e-014	0.
1136.	2.3236e-014	0.	2.3236e-014	0.
1140.	2.3263e-014	0.	2.3263e-014	0.
1144.	2.329e-014	0.	2.329e-014	0.
1148.	2.3318e-014	0.	2.3318e-014	0.
1152.	2.3346e-014	0.	2.3346e-014	0.
1156.	2.3373e-014	0.	2.3373e-014	0.
1160.	2.3402e-014	0.	2.3402e-014	0.
1164.	2.3431e-014	0.	2.3431e-014	0.
1168.	2.3459e-014	0.	2.3459e-014	0.
1172.	2.3488e-014	0.	2.3488e-014	0.
1176.	2.3516e-014	0.	2.3516e-014	0.
1180.	2.3546e-014	0.	2.3546e-014	0.
1184.	2.3575e-014	0.	2.3575e-014	0.
1188.	2.3605e-014	0.	2.3605e-014	0.
1192.	2.3635e-014	0.	2.3635e-014	0.
1196.	2.3665e-014	0.	2.3665e-014	0.
1200.	2.3695e-014	0.	2.3695e-014	0.
1204.	2.3726e-014	0.	2.3726e-014	0.
1208.	2.3756e-014	0.	2.3756e-014	0.
1212.	2.3788e-014	0.	2.3788e-014	0.
1216.	2.3818e-014	0.	2.3818e-014	0.
1220.	2.385e-014	0.	2.385e-014	0.
1224.	2.3882e-014	0.	2.3882e-014	0.
1228.	2.3913e-014	0.	2.3913e-014	0.
1232.	2.3946e-014	0.	2.3946e-014	0.
1236.	2.3979e-014	0.	2.3979e-014	0.
1240.	2.4011e-014	0.	2.4011e-014	0.
1244.	2.4044e-014	0.	2.4044e-014	0.
1248.	2.4077e-014	0.	2.4077e-014	0.
1252.	2.4111e-014	0.	2.4111e-014	0.
1256.	2.4144e-014	0.	2.4144e-014	0.
1260.	2.4178e-014	0.	2.4178e-014	0.
1264.	2.4212e-014	0.	2.4212e-014	0.
1268.	2.4247e-014	0.	2.4247e-014	0.
1272.	2.4282e-014	0.	2.4282e-014	0.
1276.	2.4316e-014	0.	2.4316e-014	0.
1280.	2.4352e-014	0.	2.4352e-014	0.
1284.	2.4388e-014	0.	2.4388e-014	0.
1288.	2.4423e-014	0.	2.4423e-014	0.
1292.	2.4459e-014	0.	2.4459e-014	0.
1296.	2.4496e-014	0.	2.4496e-014	0.
1300.	2.4532e-014	0.	2.4532e-014	0.
1304.	2.4569e-014	0.	2.4569e-014	0.
1308.	2.4607e-014	0.	2.4607e-014	0.
1312.	2.4644e-014	0.	2.4644e-014	0.
1316.	2.4683e-014	0.	2.4683e-014	0.
1320.	2.4721e-014	0.	2.4721e-014	0.
1324.	2.4759e-014	0.	2.4759e-014	0.
1328.	2.4798e-014	0.	2.4798e-014	0.
1332.	2.4837e-014	0.	2.4837e-014	0.
1336.	2.4877e-014	0.	2.4877e-014	0.
1340.	2.4916e-014	0.	2.4916e-014	0.
1344.	2.4957e-014	0.	2.4957e-014	0.
1348.	2.4997e-014	0.	2.4997e-014	0.
1352.	2.5038e-014	0.	2.5038e-014	0.
1356.	2.5079e-014	0.	2.5079e-014	0.
1360.	2.5121e-014	0.	2.5121e-014	0.
1364.	2.5162e-014	0.	2.5162e-014	0.
1368.	2.5204e-014	0.	2.5204e-014	0.
1372.	2.5248e-014	0.	2.5248e-014	0.
1376.	2.529e-014	0.	2.529e-014	0.
1380.	2.5333e-014	0.	2.5333e-014	0.
1384.	2.5377e-014	0.	2.5377e-014	0.
1388.	2.5421e-014	0.	2.5421e-014	0.
1392.	2.5466e-014	0.	2.5466e-014	0.
1396.	2.551e-014	0.	2.551e-014	0.
1400.	2.5556e-014	0.	2.5556e-014	0.
1404.	2.5602e-014	0.	2.5602e-014	0.
1408.	2.5648e-014	0.	2.5648e-014	0.
1412.	2.5695e-014	0.	2.5695e-014	0.
1416.	2.5741e-014	0.	2.5741e-014	0.
1420.	2.5788e-014	0.	2.5788e-014	0.
1424.	2.5837e-014	0.	2.5837e-014	0.
1428.	2.5885e-014	0.	2.5885e-014	0.
1432.	2.5933e-014	0.	2.5933e-014	0.
1436.	2.5982e-014	0.	2.5982e-014	0.
1440.	2.6032e-014	0.	2.6032e-014	0.
1444.	2.6082e-014	0.	2.6082e-014	0.
1448.	2.6133e-014	0.	2.6133e-014	0.
1452.	2.6184e-014	0.	2.6184e-014	0.
1456.	2.6236e-014	0.	2.6236e-014	0.
1460.	2.6288e-014	0.	2.6288e-014	0.
1464.	2.6341e-014	0.	2.6341e-014	0.
1468.	2.6393e-014	0.	2.6393e-014	0.
1472.	2.6446e-014	0.	2.6446e-014	0.
1476.	2.65e-014	0.	2.65e-014	0.
1480.	2.6556e-014	0.	2.6556e-014	0.
1484.	2.661e-014	0.	2.661e-014	0.
1488.	2.6666e-014	0.	2.6666e-014	0.
1492.	2.6722e-014	0.	2.6722e-014	0.
1496.	2.6779e-014	0.	2.6779e-014	0.
1500.	2.6836e-014	0.	2.6836e-014	0.
1504.	2.6895e-014	0.	2.6895e-014	0.
1508.	2.6953e-014	0.	2.6953e-014	0.
1512.	2.7013e-014	0.	2.7013e-014	0.
1516.	2.7072e-014	0.	2.7072e-014	0.
1520.	2.7132e-014	0.	2.7132e-014	0.
1524.	2.7194e-014	0.	2.7194e-014	0.
1528.	2.7256e-014	0.	2.7256e-014	0.
1532.	2.7318e-014	0.	2.7318e-014	0.
1536.	2.7381e-014	0.	2.7381e-014	0.
1540.	2.7445e-014	0.	2.7445e-014	0.
1544.	2.7509e-014	0.	2.7509e-014	0.
1548.	2.7575e-014	0.	2.7575e-014	0.
1552.	2.764e-014	0.	2.764e-014	0.
1556.	2.7707e-014	0.	2.7707e-014	0.
1560.	2.7774e-014	0.	2.7774e-014	0.
1564.	2.7843e-014	0.	2.7843e-014	0.
1568.	2.7911e-014	0.	2.7911e-014	0.
1572.	2.7981e-014	0.	2.7981e-014	0.
1576.	2.8052e-014	0.	2.8052e-014	0.
1580.	2.8123e-014	0.	2.8123e-014	0.
1584.	2.8195e-014	0.	2.8195e-014	0.
1588.	2.8269e-014	0.	2.8269e-014	0.
1592.	2.8342e-014	0.	2.8342e-014	0.
1596.	2.8417e-014	0.	2.8417e-014	0.
1600.	2.8493e-014	0.	2.8493e-014	0.
1604.	2.8569e-014	0.	2.8569e-014	0.
1608.	2.8646e-014	0.	2.8646e-014	0.
1612.	2.8726e-014	0.	2.8726e-014	0.
1616.	2.8805e-014	0.	2.8805e-014	0.
1620.	2.8884e-014	0.	2.8884e-014	0.
1624.	2.8966e-014	0.	2.8966e-014	0.
1628.	2.9048e-014	0.	2.9048e-014	0.
1632.	2.9132e-014	0.	2.9132e-014	0.
1636.	2.9216e-014	0.	2.9216e-014	0.
1640.	2.9301e-014	0.	2.9301e-014	0.
1644.	2.9388e-014	0.	2.9388e-014	0.
1648.	2.9476e-014	0.	2.9476e-014	0.
1652.	2.9564e-014	0.	2.9564e-014	0.
1656.	2.9655e-014	0.	2.9655e-014	0.
1660.	2.9746e-014	0.	2.9746e-014	0.
1664.	2.9838e-014	0.	2.9838e-014	0.
1668.	2.9932e-014	0.	2.9932e-014	0.
1672.	3.0026e-014	0.	3.0026e-014	0.
1676.	3.0122e-014	0.	3.0122e-014	0.
1680.	3.022e-014	0.	3.022e-014	0.
1684.	3.0318e-014	0.	3.0318e-014	0.
1688.	3.0418e-014	0.	3.0418e-014	0.
1692.	3.052e-014	0.	3.052e-014	0.
1696.	3.0622e-014	0.	3.0622e-014	0.
1700.	3.0725e-014	0.	3.0725e-014	0.
1704.	3.0831e-014	0.	3.0831e-014	0.
1708.	3.0937e-014	0.	3.0937e-014	0.
1712.	3.1044e-014	0.	3.1044e-014	0.
1716.	3.1154e-014	0.	3.1154e-014	0.
1720.	3.1265e-014	0.	3.1265e-014	0.
1724.	3.1376e-014	0.	3.1376e-014	0.
1728.	3.1489e-014	0.	3.1489e-014	0.
1732.	3.1603e-014	0.	3.1603e-014	0.
1736.	3.1719e-014	0.	3.1719e-014	0.
1740.	3.1835e-014	0.	3.1835e-014	0.
1744.	3.1954e-014	0.	3.1954e-014	0.
1748.	3.2073e-014	0.	3.2073e-014	0.
1752.	3.2193e-014	0.	3.2193e-014	0.
1756.	3.2312e-014	0.	3.2312e-014	0.
1760.	3.2433e-014	0.	3.2433e-014	0.
1764.	3.2553e-014	0.	3.2553e-014	0.
1768.	3.2675e-014	0.	3.2675e-014	0.
1772.	3.2795e-014	0.	3.2795e-014	0.
1776.	3.2918e-014	0.	3.2918e-014	0.
1780.	3.3034e-014	0.	3.3034e-014	0.
1784.	3.3152e-014	0.	3.3152e-014	0.
1788.	3.3266e-014	0.	3.3266e-014	0.
1792.	3.3374e-014	0.	3.3374e-014	0.
1796.	3.3479e-014	0.	3.3479e-014	0.
1800.	3.3576e-014	0.	3.3576e-014	0.
1804.	3.3661e-014	0.	3.3661e-014	0.
1808.	3.3731e-014	0.	3.3731e-014	0.
1812.	3.3784e-014	0.	3.3784e-014	0.
1816.	3.3807e-014	0.	3.3807e-014	0.
1820.	3.3796e-014	0.	3.3796e-014	0.
1824.	3.3731e-014	0.	3.3731e-014	0.
1828.	3.3581e-014	0.	3.3581e-014	0.
1832.	3.3313e-014	0.	3.3313e-014	0.
1836.	3.2839e-014	0.	3.2839e-014	0.
1840.	3.1984e-014	0.	3.1984e-014	0.
1844.	3.0317e-014	0.	3.0317e-014	0.
1848.	2.65e-014	0.	2.65e-014	0.
1852.	1.198e-014	0.	1.198e-014	0.
1856.	1.1024e-013	0.	1.1024e-013	0.
1860.	5.4199e-014	0.	5.4199e-014	0.
1864.	4.7622e-014	0.	4.7622e-014	0.
1868.	4.526e-014	0.	4.526e-014	0.
1872.	4.4172e-014	0.	4.4172e-014	0.
1876.	4.3625e-014	0.	4.3625e-014	0.
1880.	4.3369e-014	0.	4.3369e-014	0.
1884.	4.3294e-014	0.	4.3294e-014	0.
1888.	4.3337e-014	0.	4.3337e-014	0.
1892.	4.3467e-014	0.	4.3467e-014	0.
1896.	4.3658e-014	0.	4.3658e-014	0.
1900.	4.3902e-014	0.	4.3902e-014	0.
1904.	4.4194e-014	0.	4.4194e-014	0.
1908.	4.4525e-014	0.	4.4525e-014	0.
1912.	4.4888e-014	0.	4.4888e-014	0.
1916.	4.529e-014	0.	4.529e-014	0.
1920.	4.5725e-014	0.	4.5725e-014	0.
1924.	4.6194e-014	0.	4.6194e-014	0.
1928.	4.6691e-014	0.	4.6691e-014	0.
1932.	4.7227e-014	0.	4.7227e-014	0.
1936.	4.7795e-014	0.	4.7795e-014	0.
1940.	4.8402e-014	0.	4.8402e-014	0.
1944.	4.9048e-014	0.	4.9048e-014	0.
1948.	4.9735e-014	0.	4.9735e-014	0.
1952.	5.0468e-014	0.	5.0468e-014	0.
1956.	5.1249e-014	0.	5.1249e-014	0.
1960.	5.2081e-014	0.	5.2081e-014	0.
1964.	5.2971e-014	0.	5.2971e-014	0.
1968.	5.3921e-014	0.	5.3921e-014	0.
1972.	5.4942e-014	0.	5.4942e-014	0.
1976.	5.6035e-014	0.	5.6035e-014	0.
1980.	5.7214e-014	0.	5.7214e-014	0.
1984.	5.8486e-014	0.	5.8486e-014	0.
1988.	5.9861e-014	0.	5.9861e-014	0.
1992.	6.1357e-014	0.	6.1357e-014	0.
1996.	6.2985e-014	0.	6.2985e-014	0.
2000.	6.4763e-014	0.	6.4763e-014	0.
2004.	6.6716e-014	0.	6.6716e-014	0.
2008.	6.8871e-014	0.	6.8871e-014	0.
2012.	7.1261e-014	0.	7.1261e-014	0.
2016.	7.3922e-014	0.	7.3922e-014	0.
2020.	7.6912e-014	0.	7.6912e-014	0.
2024.	8.0289e-014	0.	8.0289e-014	0.
2028.	8.4136e-014	0.	8.4136e-014	0.
2032.	8.8562e-014	0.	8.8562e-014	0.
2036.	9.3705e-014	0.	9.3705e-014	0.
2040.	9.9758e-014	0.	9.9758e-014	0.
2044.	1.0699e-013	0.	1.0699e-013	0.
2048.	1.1577e-013	0.	1.1577e-013	0.
2052.	1.2669e-013	0.	1.2669e-013	0.
2056.	1.4061e-013	0.	1.4061e-013	0.
2060.	1.5897e-013	0.	1.5897e-013	0.
2064.	1.8436e-013	0.	1.8436e-013	0.
2068.	2.2171e-013	0.	2.2171e-013	0.
2072.	2.8214e-013	0.	2.8214e-013	0.
2076.	3.9662e-013	0.	3.9662e-013	0.
2080.	6.9677e-013	0.	6.9677e-013	0.
2084.	3.6464e-012	0.	3.6464e-012	0.
2088.	1.0576e-012	180.	-1.0576e-012	0.
2092.	4.4214e-013	180.	-4.4214e-013	0.
2096.	2.7244e-013	180.	-2.7244e-013	0.
2100.	1.9292e-013	180.	-1.9292e-013	0.
2104.	1.4676e-013	180.	-1.4676e-013	0.
2108.	1.1661e-013	180.	-1.1661e-013	0.
2112.	9.5344e-014	180.	-9.5344e-014	0.
2116.	7.9552e-014	180.	-7.9552e-014	0.
2120.	6.7354e-014	180.	-6.7354e-014	0.
2124.	5.7644e-014	180.	-5.7644e-014	0.
2128.	4.9727e-014	180.	-4.9727e-014	0.
2132.	4.3147e-014	180.	-4.3147e-014	0.
2136.	3.7587e-014	180.	-3.7587e-014	0.
2140.	3.2834e-014	180.	-3.2834e-014	0.
2144.	2.8715e-014	180.	-2.8715e-014	0.
2148.	2.5109e-014	180.	-2.5109e-014	0.
2152.	2.1932e-014	180.	-2.1932e-014	0.
2156.	1.9102e-014	180.	-1.9102e-014	0.
2160.	1.6571e-014	180.	-1.6571e-014	0.
2164.	1.4286e-014	180.	-1.4286e-014	0.
2168.	1.222e-014	180.	-1.222e-014	0.
2172.	1.0335e-014	180.	-1.0335e-014	0.
2176.	8.6129e-015	180.	-8.6129e-015	0.
2180.	7.0283e-015	180.	-7.0283e-015	0.
2184.	5.5693e-015	180.	-5.5693e-015	0.
